,STATEFP,COUNTYFP,Tract,Block,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
854,36,029,006902,3,360290069023,Block Group 3,G5030,S,140804,0,+42.9049207,-078.8895645,"POLYGON ((-78.89272199999999 42.90563, -78.891592 42.906201, -78.89047099999999 42.906768, -78.88936 42.907331, -78.889258 42.907221, -78.888683 42.90661799999999, -78.88788199999999 42.905773, -78.886938 42.904772, -78.886409 42.904201, -78.887196 42.903805, -78.887529 42.903643, -78.88865199999999 42.903079, -78.889213 42.902797, -78.88977299999999 42.902513, -78.88986899999999 42.90261599999999, -78.89050999999999 42.903289, -78.890749 42.90354, -78.89114599999999 42.903958, -78.891238 42.904061, -78.891685 42.904532, -78.89178699999999 42.904639, -78.891899 42.904757, -78.892067 42.904933, -78.89272199999999 42.90563))"
855,36,029,006901,2,360290069012,Block Group 2,G5030,S,118676,0,+42.9091617,-078.8899120,"POLYGON ((-78.89233399999999 42.910495, -78.89141499999999 42.910973, -78.89121999999999 42.911071, -78.890964 42.911201, -78.89061599999999 42.911371, -78.890096 42.911643, -78.88983899999999 42.911363, -78.889748 42.911268, -78.88861399999999 42.910069, -78.887956 42.909373, -78.887559 42.908942, -78.88712599999999 42.908477, -78.88768499999999 42.90819399999999, -78.888232 42.907908, -78.88936 42.907331, -78.89047099999999 42.906768, -78.891949 42.908345, -78.89084 42.908907, -78.890866 42.908935, -78.89096599999999 42.909037, -78.89202499999999 42.910163, -78.89233399999999 42.910495))"
867,36,029,005600,3,360290056003,Block Group 3,G5030,S,644585,0,+42.9466947,-078.8855381,"POLYGON ((-78.89627299999999 42.942062, -78.895853 42.9448, -78.89503999999999 42.945135, -78.894801 42.945234, -78.894588 42.94529, -78.89346399999999 42.94548899999999, -78.892788 42.945695, -78.89231199999999 42.945839, -78.89227799999999 42.945841, -78.891184 42.946166, -78.891177 42.946211, -78.889966 42.946558, -78.88931099999999 42.946673, -78.88858399999999 42.94670199999999, -78.88824199999999 42.946718, -78.88772899999999 42.946738, -78.88765099999999 42.946741, -78.887614 42.946736, -78.88752599999999 42.946739, -78.88752699999999 42.947726, -78.88751999999999 42.948217, -78.88752099999999 42.948965, -78.886399 42.948959, -78.88562999999999 42.948965, -78.88529799999999 42.948966, -78.88529799999999 42.949833, -78.88536999999999 42.94983999999999, -78.88563499999999 42.94983999999999, -78.88586099999999 42.949838, -78.88665999999999 42.949838, -78.88918699999999 42.949819, -78.88931099999999 42.949818, -78.890618 42.949808, -78.890486 42.950657, -78.890396 42.951237, -78.89037999999999 42.951343, -78.890367 42.951427, -78.890191 42.951422, -78.889938 42.951331, -78.889775 42.951306, -78.88959899999999 42.95133999999999, -78.88938399999999 42.951374, -78.88920299999999 42.951383, -78.88896299999999 42.951392, -78.888582 42.951383, -78.88739099999999 42.951394, -78.886324 42.951348, -78.885311 42.951352, -78.885285 42.951362, -78.88434199999999 42.951367, -78.88432399999999 42.949833, -78.884326 42.94918699999999, -78.884314 42.947725, -78.884289 42.947728, -78.883347 42.947746, -78.88237599999999 42.947753, -78.881411 42.947756, -78.88076599999999 42.947756, -78.88033299999999 42.947756, -78.88068799999999 42.948087, -78.88062699999999 42.948215, -78.88019299999999 42.948958, -78.879103 42.950276, -78.87868899999999 42.950764, -78.87854299999999 42.950935, -78.87825099999999 42.95141599999999, -78.878236 42.950125, -78.87821199999999 42.947757, -78.87837999999999 42.944069, -78.883332 42.944055, -78.884891 42.94405, -78.890103 42.944035, -78.891502 42.944046, -78.89296299999999 42.944057, -78.89323999999999 42.944027, -78.893502 42.943982, -78.893778 42.943927, -78.893957 42.943883, -78.894256 42.9438, -78.894526 42.943705, -78.894864 42.943551, -78.895155 42.943386, -78.895517 42.943129, -78.895675 42.942988, -78.895838 42.942799, -78.895979 42.942602, -78.89612799999999 42.942344, -78.89627299999999 42.942062))"
875,36,029,005500,2,360290055002,Block Group 2,G5030,S,190876,0,+42.9397737,-078.8888401,"POLYGON ((-78.891948 42.94147299999999, -78.891806 42.942277, -78.891792 42.942357, -78.89079799999999 42.942361, -78.889729 42.942367, -78.888423 42.942374, -78.88806699999999 42.94183899999999, -78.887811 42.941456, -78.88647 42.939469, -78.886264 42.939124, -78.886231 42.93907799999999, -78.88560099999999 42.938152, -78.885487 42.938024, -78.885194 42.93763, -78.88633999999999 42.937582, -78.88721099999999 42.937522, -78.887703 42.937504, -78.888316 42.937204, -78.887411 42.937421, -78.88721799999999 42.93729099999999, -78.887125 42.93722899999999, -78.887281 42.937209, -78.887451 42.937171, -78.887748 42.937105, -78.887974 42.937017, -78.888182 42.936925, -78.888299 42.936869, -78.888397 42.936815, -78.888583 42.936695, -78.88878699999999 42.936574, -78.88880399999999 42.936594, -78.888847 42.93665499999999, -78.888954 42.936806, -78.889403 42.937506, -78.889488 42.937634, -78.88988499999999 42.938238, -78.891391 42.940459, -78.89197299999999 42.941329, -78.891948 42.94147299999999))"
876,36,029,005500,3,360290055003,Block Group 3,G5030,S,715360,0,+42.9371134,-078.8942760,"POLYGON ((-78.89881199999999 42.936404, -78.898459 42.937088, -78.898248 42.937617, -78.898207 42.937719, -78.898111 42.938662, -78.898382 42.939205, -78.89841899999999 42.939297, -78.89859899999999 42.939643, -78.897424 42.939969, -78.896536 42.940214, -78.89647699999999 42.940666, -78.896417 42.94112399999999, -78.89627299999999 42.942062, -78.89612799999999 42.942344, -78.895979 42.942602, -78.895838 42.942799, -78.895675 42.942988, -78.895517 42.943129, -78.895155 42.943386, -78.894864 42.943551, -78.894526 42.943705, -78.894256 42.9438, -78.893957 42.943883, -78.893778 42.943927, -78.893502 42.943982, -78.89323999999999 42.944027, -78.89296299999999 42.944057, -78.891502 42.944046, -78.89157299999999 42.943596, -78.891628 42.943288, -78.891792 42.942357, -78.891806 42.942277, -78.891948 42.94147299999999, -78.89197299999999 42.941329, -78.891391 42.940459, -78.88988499999999 42.938238, -78.889488 42.937634, -78.889403 42.937506, -78.888954 42.936806, -78.888847 42.93665499999999, -78.88880399999999 42.936594, -78.88878699999999 42.936574, -78.889169 42.936301, -78.891035 42.934988, -78.891949 42.9343, -78.892089 42.934197, -78.89234999999999 42.933982, -78.892523 42.933786, -78.89266499999999 42.933621, -78.89282999999999 42.93339, -78.89298699999999 42.933128, -78.893063 42.932938, -78.89320499999999 42.932538, -78.893305 42.932244, -78.893405 42.93202, -78.89349799999999 42.931854, -78.893625 42.931635, -78.89375199999999 42.931468, -78.894031 42.931178, -78.894665 42.930702, -78.895438 42.930041, -78.89564399999999 42.929785, -78.896233 42.929086, -78.896389 42.928889, -78.89649399999999 42.928777, -78.896553 42.928703, -78.89664399999999 42.928645, -78.89693 42.928438, -78.89714499999999 42.928285, -78.897583 42.92808, -78.897559 42.928256, -78.89752 42.928541, -78.89751 42.928609, -78.897468 42.928933, -78.897407 42.929387, -78.897273 42.930442, -78.89726999999999 42.93047, -78.89693699999999 42.933191, -78.89671299999999 42.934985, -78.896716 42.935438, -78.896733 42.93564, -78.896772 42.935751, -78.89681899999999 42.93582, -78.89691599999999 42.935891, -78.896976 42.935895, -78.897025 42.935901, -78.897126 42.93591199999999, -78.89803499999999 42.935973, -78.89849699999999 42.93598799999999, -78.89899 42.936059, -78.89881199999999 42.936404))"
877,36,029,005600,1,360290056001,Block Group 1,G5030,S,196058,0,+42.9576165,-078.8839874,"POLYGON ((-78.889471 42.957169, -78.88936099999999 42.957864, -78.88924899999999 42.958572, -78.88916999999999 42.958575, -78.887106 42.958588, -78.88580499999999 42.958593, -78.885233 42.958597, -78.88404799999999 42.958599, -78.883422 42.958604, -78.882761 42.95861, -78.88258499999999 42.95861, -78.882357 42.958611, -78.88195399999999 42.958612, -78.8814 42.958616, -78.880381 42.958623, -78.879368 42.95862899999999, -78.878737 42.958634, -78.87838499999999 42.958636, -78.878373 42.95758, -78.878365 42.956727, -78.880324 42.956715, -78.883415 42.956705, -78.884242 42.956705, -78.884519 42.956693, -78.884794 42.956666, -78.885216 42.95661, -78.885356 42.956592, -78.885668 42.956564, -78.88579299999999 42.956557, -78.886201 42.956544, -78.887525 42.956534, -78.88852799999999 42.956531, -78.889573 42.956521, -78.889471 42.957169))"
878,36,029,005600,2,360290056002,Block Group 2,G5030,S,1060453,0,+42.9535348,-078.8872734,"POLYGON ((-78.89503499999999 42.94953599999999, -78.89432499999999 42.952833, -78.89385899999999 42.95512, -78.893665 42.956074, -78.89354899999999 42.956638, -78.89337399999999 42.957497, -78.89322 42.958246, -78.89311599999999 42.958748, -78.892533 42.961261, -78.89235499999999 42.961059, -78.890608 42.958567, -78.889495 42.958569, -78.889287 42.958572, -78.88924899999999 42.958572, -78.88936099999999 42.957864, -78.889471 42.957169, -78.889573 42.956521, -78.88852799999999 42.956531, -78.887525 42.956534, -78.886201 42.956544, -78.88579299999999 42.956557, -78.885668 42.956564, -78.885356 42.956592, -78.885216 42.95661, -78.884794 42.956666, -78.884519 42.956693, -78.884242 42.956705, -78.883415 42.956705, -78.880324 42.956715, -78.878365 42.956727, -78.878339 42.955973, -78.87827899999999 42.952706, -78.87825099999999 42.95141599999999, -78.87854299999999 42.950935, -78.87868899999999 42.950764, -78.879103 42.950276, -78.88019299999999 42.948958, -78.88062699999999 42.948215, -78.88068799999999 42.948087, -78.88033299999999 42.947756, -78.88076599999999 42.947756, -78.881411 42.947756, -78.88142499999999 42.949847, -78.88142999999999 42.950202, -78.881441 42.950677, -78.88144799999999 42.951368, -78.882407 42.951367, -78.88243199999999 42.951375, -78.88338499999999 42.95137, -78.88434199999999 42.951367, -78.885285 42.951362, -78.885311 42.951352, -78.886324 42.951348, -78.88739099999999 42.951394, -78.888582 42.951383, -78.88896299999999 42.951392, -78.88920299999999 42.951383, -78.88938399999999 42.951374, -78.88959899999999 42.95133999999999, -78.889775 42.951306, -78.889938 42.951331, -78.890191 42.951422, -78.890367 42.951427, -78.89037999999999 42.951343, -78.890396 42.951237, -78.890486 42.950657, -78.890618 42.949808, -78.89074599999999 42.948971, -78.890979 42.947514, -78.890984 42.947488, -78.89309799999999 42.947662, -78.894339 42.94776, -78.895342 42.947854, -78.89503499999999 42.94953599999999))"
879,36,029,005600,5,360290056005,Block Group 5,G5030,S,95247,0,+42.9495567,-078.8828782,"POLYGON ((-78.88434199999999 42.951367, -78.88338499999999 42.95137, -78.88243199999999 42.951375, -78.882407 42.951367, -78.88144799999999 42.951368, -78.881441 42.950677, -78.88142999999999 42.950202, -78.88142499999999 42.949847, -78.881411 42.947756, -78.88237599999999 42.947753, -78.883347 42.947746, -78.884289 42.947728, -78.884314 42.947725, -78.884326 42.94918699999999, -78.88432399999999 42.949833, -78.88434199999999 42.951367))"
880,36,029,005700,1,360290057001,Block Group 1,G5030,S,520655,0,+42.9546668,-078.8956303,"POLYGON ((-78.9024 42.94698, -78.89989299999999 42.947694, -78.899293 42.947864, -78.899277 42.947845, -78.898383 42.948234, -78.897858 42.948462, -78.89783 42.948491, -78.897499 42.948847, -78.89735899999999 42.948996, -78.897262 42.949101, -78.897156 42.949772, -78.89703399999999 42.950567, -78.896939 42.951181, -78.89690899999999 42.951373, -78.89818699999999 42.952015, -78.898881 42.95236999999999, -78.89833299999999 42.952957, -78.89778099999999 42.953549, -78.897369 42.954038, -78.897823 42.954308, -78.898158 42.954459, -78.898411 42.95459, -78.89893699999999 42.95490299999999, -78.89876 42.955091, -78.89846399999999 42.955411, -78.89810899999999 42.955796, -78.89775499999999 42.95617499999999, -78.897403 42.956548, -78.89707299999999 42.956894, -78.89669599999999 42.9573, -78.896074 42.957972, -78.895517 42.958574, -78.89352 42.957576, -78.89337399999999 42.957497, -78.89354899999999 42.956638, -78.893665 42.956074, -78.89385899999999 42.95512, -78.89432499999999 42.952833, -78.89503499999999 42.94953599999999, -78.895342 42.947854, -78.89560999999999 42.946383, -78.895853 42.9448, -78.89627299999999 42.944627, -78.896833 42.944392, -78.89774799999999 42.944009, -78.898076 42.943874, -78.89942099999999 42.943316, -78.900318 42.942944, -78.90079799999999 42.943869, -78.901257 42.94476, -78.90178899999999 42.945798, -78.901928 42.946068, -78.90204799999999 42.946303, -78.90231299999999 42.946813, -78.9024 42.94698))"
882,36,029,005700,2,360290057002,Block Group 2,G5030,S,251804,0,+42.9471925,-078.9033726,"POLYGON ((-78.907597 42.945654, -78.907155 42.946126, -78.90592199999999 42.94743099999999, -78.90543099999999 42.947951, -78.905022 42.948383, -78.90471599999999 42.948708, -78.90425399999999 42.949199, -78.90380499999999 42.949686, -78.903273 42.95026, -78.901928 42.949584, -78.90109199999999 42.949162, -78.901045 42.949175, -78.900521 42.949738, -78.89958399999999 42.949255, -78.898972 42.948941, -78.89878299999999 42.948994, -78.898324 42.949486, -78.89735899999999 42.948996, -78.897499 42.948847, -78.89783 42.948491, -78.897858 42.948462, -78.898383 42.948234, -78.899277 42.947845, -78.899293 42.947864, -78.89989299999999 42.947694, -78.9024 42.94698, -78.90231299999999 42.946813, -78.90204799999999 42.946303, -78.901928 42.946068, -78.90178899999999 42.945798, -78.90358499999999 42.945059, -78.904414 42.944716, -78.904856 42.94453499999999, -78.90525199999999 42.944363, -78.906947 42.94365, -78.906982 42.943721, -78.907185 42.944125, -78.907355 42.94457999999999, -78.907372 42.944636, -78.90752599999999 42.945169, -78.907538 42.945208, -78.907597 42.945654))"
883,36,029,005802,1,360290058021,Block Group 1,G5030,S,173533,0,+42.9531545,-078.9034129,"POLYGON ((-78.906542 42.954974, -78.904538 42.955523, -78.90419299999999 42.954865, -78.90373699999999 42.954994, -78.90322999999999 42.955132, -78.903109 42.955162, -78.902998 42.955175, -78.90286399999999 42.955177, -78.90274699999999 42.955167, -78.902632 42.955146, -78.90253299999999 42.955117, -78.902422 42.955068, -78.900043 42.953881, -78.89997799999999 42.953792, -78.90052799999999 42.953202, -78.900542 42.953187, -78.90105 42.95264299999999, -78.901067 42.952621, -78.90158 42.952075, -78.901623 42.952028, -78.90217299999999 42.951441, -78.90223 42.95138, -78.90262299999999 42.950958, -78.90272 42.950854, -78.903273 42.95026, -78.90380499999999 42.949686, -78.903987 42.950041, -78.90433399999999 42.950724, -78.904713 42.95144, -78.90495299999999 42.951899, -78.90509 42.952161, -78.905148 42.952272, -78.90547599999999 42.952891, -78.90550499999999 42.952943, -78.905829 42.953599, -78.905845 42.953629, -78.905856 42.953653, -78.906189 42.954303, -78.906542 42.954974))"
1267,36,029,016800,3,360290168003,Block Group 3,G5030,S,434029,0,+42.9181276,-078.8577444,"POLYGON ((-78.863789 42.915979, -78.86359399999999 42.916159, -78.862847 42.916889, -78.86226099999999 42.917473, -78.86210199999999 42.917623, -78.861954 42.917764, -78.86130199999999 42.918386, -78.860624 42.91904, -78.86017 42.919474, -78.85994099999999 42.919693, -78.859405 42.920204, -78.859235 42.920368, -78.858835 42.920752, -78.85801499999999 42.921526, -78.85756499999999 42.92195, -78.857315 42.92218099999999, -78.857066 42.922184, -78.85562999999999 42.922169, -78.85493799999999 42.922159, -78.85416099999999 42.922144, -78.85398699999999 42.92213599999999, -78.854 42.921776, -78.854004 42.921324, -78.85401299999999 42.920282, -78.853996 42.919349, -78.85399799999999 42.918523, -78.85399699999999 42.918062, -78.853993 42.917001, -78.85399099999999 42.916805, -78.85398499999999 42.914957, -78.85487999999999 42.915205, -78.85511 42.915269, -78.85578699999999 42.915269, -78.85672 42.915268, -78.85763299999999 42.91527, -78.85854599999999 42.915278, -78.859487 42.91528599999999, -78.860541 42.915297, -78.86232099999999 42.915323, -78.86292 42.915335, -78.86358799999999 42.915343, -78.86443199999999 42.915349, -78.863789 42.915979))"
1329,36,029,017000,2,360290170002,Block Group 2,G5030,S,1062558,0,+42.9254182,-078.8323104,"POLYGON ((-78.843362 42.922097, -78.843357 42.922157, -78.84325699999999 42.92248, -78.843063 42.922949, -78.842944 42.923105, -78.84290399999999 42.923356, -78.84285299999999 42.923688, -78.84271799999999 42.923764, -78.842198 42.924063, -78.841047 42.924922, -78.83932899999999 42.92631, -78.83872099999999 42.926721, -78.83810799999999 42.927135, -78.83762299999999 42.927471, -78.83684599999999 42.927859, -78.835849 42.92837, -78.83508999999999 42.928697, -78.83457899999999 42.928891, -78.834204 42.929054, -78.83312599999999 42.929372, -78.831919 42.929644, -78.830764 42.929785, -78.829617 42.929901, -78.829155 42.929889, -78.826741 42.929892, -78.82449 42.929893, -78.824764 42.929755, -78.82515099999999 42.929562, -78.825356 42.92946, -78.82426699999999 42.92945599999999, -78.824263 42.928725, -78.824269 42.927981, -78.82427199999999 42.92727499999999, -78.82427199999999 42.927243, -78.82428399999999 42.925135, -78.824292 42.924433, -78.824288 42.922581, -78.82441 42.922571, -78.824727 42.92254399999999, -78.82536999999999 42.922474, -78.825553 42.922464, -78.82576299999999 42.922446, -78.826539 42.922377, -78.82677099999999 42.922356, -78.827293 42.922308, -78.827834 42.922263, -78.82795899999999 42.922253, -78.82912999999999 42.922155, -78.83014899999999 42.922061, -78.83080199999999 42.922012, -78.831155 42.921992, -78.831665 42.92195, -78.832657 42.921872, -78.833141 42.921834, -78.833623 42.921791, -78.83411 42.92175599999999, -78.834582 42.921762, -78.83544499999999 42.921778, -78.836766 42.921802, -78.837851 42.921824, -78.83836699999999 42.92183199999999, -78.83937299999999 42.921857, -78.84107899999999 42.92188, -78.841865 42.921891, -78.84242499999999 42.921914, -78.84280099999999 42.921922, -78.842933 42.92192499999999, -78.843065 42.921927, -78.843378 42.921933, -78.843362 42.922097))"
1331,36,029,005400,1,360290054001,Block Group 1,G5030,S,676545,86107,+42.9379545,-078.8681795,"POLYGON ((-78.874656 42.933933, -78.874572 42.933938, -78.87440000000001 42.933963, -78.87429299999999 42.933991, -78.874095 42.934046, -78.873873 42.934109, -78.87353899999999 42.934222, -78.873216 42.934319, -78.87285399999999 42.934428, -78.872778 42.934446, -78.872755 42.934552, -78.87273499999999 42.934648, -78.87267899999999 42.934706, -78.872646 42.934774, -78.87263299999999 42.93486499999999, -78.872643 42.934953, -78.872609 42.935075, -78.87257699999999 42.935167, -78.87257 42.935405, -78.872547 42.935514, -78.872497 42.935631, -78.87238099999999 42.935801, -78.872359 42.93587, -78.872333 42.936025, -78.872327 42.936552, -78.872315 42.937778, -78.87230199999999 42.938672, -78.87228999999999 42.938692, -78.87228499999999 42.939613, -78.87076999999999 42.939618, -78.870434 42.939597, -78.870098 42.939583, -78.869761 42.939575, -78.869424 42.939575, -78.86908699999999 42.93958, -78.868397 42.939598, -78.868143 42.939611, -78.86789 42.939629, -78.86754599999999 42.939664, -78.867649 42.940532, -78.86771499999999 42.94107899999999, -78.867772 42.941496, -78.86783299999999 42.941955, -78.867879 42.942427, -78.867991 42.943349, -78.86483799999999 42.943328, -78.86343099999999 42.943309, -78.863451 42.942389, -78.863456 42.941472, -78.863462 42.94049, -78.862898 42.940482, -78.86223199999999 42.940477, -78.861864 42.94047399999999, -78.86176499999999 42.940473, -78.86028899999999 42.940462, -78.860305 42.939606, -78.86083499999999 42.93917, -78.861942 42.938301, -78.86306499999999 42.937407, -78.86359299999999 42.936988, -78.863677 42.93692799999999, -78.86412 42.936583, -78.864328 42.93644099999999, -78.86466899999999 42.936213, -78.864845 42.936106, -78.865026 42.93600199999999, -78.865211 42.935902, -78.86568 42.935667, -78.866248 42.935399, -78.866339 42.935358, -78.866271 42.935224, -78.86619899999999 42.935083, -78.866108 42.934778, -78.866096 42.934239, -78.86608699999999 42.934133, -78.866086 42.934111, -78.86606999999999 42.934, -78.866018 42.933791, -78.86599799999999 42.933699, -78.86599199999999 42.933664, -78.865894 42.933377, -78.86573 42.933153, -78.86542899999999 42.932761, -78.865375 42.93263899999999, -78.865319 42.932451, -78.865313 42.932416, -78.865313 42.93207, -78.86537799999999 42.931832, -78.865562 42.931416, -78.865703 42.931012, -78.86574299999999 42.930697, -78.865775 42.930145, -78.86582899999999 42.929711, -78.865877 42.929571, -78.865962 42.929646, -78.866141 42.929885, -78.866432 42.93035099999999, -78.866907 42.93087999999999, -78.866978 42.931216, -78.867323 42.931414, -78.867817 42.931604, -78.868008 42.931673, -78.86861499999999 42.932068, -78.869145 42.932286, -78.869767 42.932445, -78.87038799999999 42.932615, -78.870863 42.932711, -78.871369 42.932753, -78.87177799999999 42.932782, -78.872303 42.932693, -78.87284199999999 42.932648, -78.873119 42.932636, -78.87334899999999 42.932678, -78.87356199999999 42.932781, -78.87378799999999 42.932939, -78.873924 42.933122, -78.87397 42.93331999999999, -78.87407 42.933448, -78.874304 42.933606, -78.874493 42.933752, -78.874566 42.933822, -78.874645 42.93389699999999, -78.874656 42.933933))"
1332,36,029,006902,1,360290069021,Block Group 1,G5030,S,262280,0,+42.9052242,-078.8850065,"POLYGON ((-78.88936 42.907331, -78.888232 42.907908, -78.88768499999999 42.90819399999999, -78.88712599999999 42.908477, -78.886551 42.908764, -78.88600000000001 42.909045, -78.88568099999999 42.908713, -78.884519 42.907475, -78.88336 42.906244, -78.88315399999999 42.906024, -78.883049 42.905908, -78.882947 42.905798, -78.88261899999999 42.905425, -78.88232499999999 42.905428, -78.88198 42.905433, -78.881923 42.905434, -78.881902 42.90476899999999, -78.88188699999999 42.904174, -78.88188199999999 42.903952, -78.88186899999999 42.903007, -78.881867 42.90299, -78.881839 42.90238, -78.881957 42.902009, -78.88216799999999 42.901834, -78.882204 42.901804, -78.882881 42.901354, -78.883533 42.901021, -78.88495 42.902662, -78.885025 42.902746, -78.885317 42.903053, -78.886409 42.904201, -78.886938 42.904772, -78.88788199999999 42.905773, -78.888683 42.90661799999999, -78.889258 42.907221, -78.88936 42.907331))"
2051,36,029,016300,3,360290163003,Block Group 3,G5030,S,1663480,114677,+42.8640415,-078.8329568,"POLYGON ((-78.84917399999999 42.866932, -78.84830000000001 42.867727, -78.84797399999999 42.867612, -78.847932 42.867643, -78.847849 42.867883, -78.847583 42.868659, -78.84755 42.868752, -78.845995 42.868475, -78.845975 42.868556, -78.84575099999999 42.869241, -78.84572199999999 42.86933, -78.845682 42.869452, -78.845359 42.870442, -78.84526699999999 42.870718, -78.845094 42.870682, -78.84484999999999 42.870631, -78.84336399999999 42.87033599999999, -78.843171 42.87031, -78.843102 42.870301, -78.84265099999999 42.870218, -78.84219299999999 42.870155, -78.841582 42.870048, -78.839595 42.869682, -78.83543399999999 42.868968, -78.835391 42.869028, -78.83534499999999 42.86909199999999, -78.835183 42.869319, -78.83438 42.870463, -78.834318 42.870542, -78.832577 42.872971, -78.832379 42.873258, -78.831332 42.872854, -78.83032299999999 42.872465, -78.82931099999999 42.872074, -78.828307 42.871687, -78.82660899999999 42.871031, -78.82220000000001 42.869331, -78.821972 42.869243, -78.82210000000001 42.868984, -78.822132 42.868935, -78.82273699999999 42.869051, -78.82311199999999 42.86906399999999, -78.823459 42.86902, -78.82391699999999 42.8689, -78.82424999999999 42.8688, -78.824321 42.868706, -78.82455299999999 42.868399, -78.82459299999999 42.868345, -78.824731 42.868161, -78.82492599999999 42.867901, -78.82512 42.867643, -78.82544799999999 42.867141, -78.82467199999999 42.866846, -78.82420599999999 42.86666899999999, -78.823938 42.866573, -78.823995 42.866493, -78.825294 42.86472699999999, -78.82548199999999 42.864445, -78.82571299999999 42.863739, -78.825817 42.863411, -78.825529 42.862982, -78.82538199999999 42.862763, -78.825198 42.862491, -78.82484099999999 42.86196, -78.82479099999999 42.861886, -78.824777 42.861086, -78.825183 42.860386, -78.826549 42.860778, -78.827225 42.861055, -78.827309 42.86102, -78.82798 42.860741, -78.82836999999999 42.860636, -78.82870299999999 42.860465, -78.829036 42.860277, -78.829526 42.860064, -78.830038 42.859901, -78.83019 42.859858, -78.830429 42.85979, -78.83072799999999 42.85975, -78.83110099999999 42.859772, -78.83146499999999 42.859848, -78.83182099999999 42.859945, -78.83224299999999 42.86011, -78.83309199999999 42.860527, -78.833895 42.860921, -78.834327 42.861114, -78.834553 42.861215, -78.83583999999999 42.861726, -78.837828 42.862558, -78.83892399999999 42.862928, -78.839354 42.863077, -78.839658 42.863157, -78.84020000000001 42.863268, -78.84061699999999 42.863312, -78.840953 42.863333, -78.84119199999999 42.863309, -78.841425 42.863246, -78.84168199999999 42.86312299999999, -78.842288 42.862723, -78.842421 42.862822, -78.842584 42.862942, -78.842823 42.863134, -78.84297099999999 42.863254, -78.843189 42.86339299999999, -78.844123 42.863941, -78.845128 42.864534, -78.84525499999999 42.864609, -78.845643 42.864838, -78.84595399999999 42.865022, -78.845992 42.865044, -78.846493 42.86534, -78.846846 42.865552, -78.84763599999999 42.866025, -78.848445 42.866502, -78.84917399999999 42.866932))"
2058,36,029,005802,4,360290058024,Block Group 4,G5030,S,221727,0,+42.9578507,-078.8988384,"POLYGON ((-78.904105 42.95744, -78.903216 42.957815, -78.90262 42.95807, -78.902225 42.95824, -78.901686 42.95847, -78.90143999999999 42.958574, -78.901231 42.958664, -78.90038799999999 42.959025, -78.90024799999999 42.959084, -78.899653 42.959335, -78.899185 42.959534, -78.89825999999999 42.959928, -78.897289 42.960346, -78.89666799999999 42.960034, -78.895832 42.959615, -78.89496699999999 42.959179, -78.89499099999999 42.959154, -78.89335299999999 42.958341, -78.89322 42.958246, -78.89337399999999 42.957497, -78.89352 42.957576, -78.895517 42.958574, -78.896074 42.957972, -78.89669599999999 42.9573, -78.89707299999999 42.956894, -78.897403 42.956548, -78.89775499999999 42.95617499999999, -78.89810899999999 42.955796, -78.89846399999999 42.955411, -78.89876 42.955091, -78.900378 42.955909, -78.90201499999999 42.95673, -78.902225 42.95682, -78.90230199999999 42.956836, -78.902514 42.95684199999999, -78.90258399999999 42.95683, -78.903246 42.956652, -78.903654 42.956545, -78.904105 42.95744))"
2096,36,029,000800,2,360290008002,Block Group 2,G5030,S,330782,0,+42.8509388,-078.8214785,"POLYGON ((-78.823707 42.847733, -78.823694 42.848653, -78.82368199999999 42.849596, -78.82368099999999 42.849623, -78.82367499999999 42.850486, -78.823669 42.851332, -78.823662 42.852131, -78.82365999999999 42.852248, -78.823652 42.85296, -78.82363699999999 42.853883, -78.823628 42.854708, -78.823623 42.855047, -78.82360799999999 42.85606, -78.822706 42.855892, -78.822163 42.85549, -78.821417 42.854944, -78.82071599999999 42.854429, -78.820435 42.85422399999999, -78.820019 42.853918, -78.81997299999999 42.853883, -78.819255 42.853348, -78.81920199999999 42.853309, -78.818517 42.852799, -78.818422 42.852728, -78.81783899999999 42.852298, -78.820268 42.850517, -78.82023699999999 42.850461, -78.81982699999999 42.849765, -78.81971999999999 42.849588, -78.819385 42.849037, -78.81922 42.848769, -78.819152 42.848627, -78.818985 42.84828, -78.81877999999999 42.847912, -78.81866699999999 42.847706, -78.81858299999999 42.847554, -78.818223 42.846901, -78.81839699999999 42.846901, -78.820194 42.84693, -78.82041699999999 42.846932, -78.821364 42.846941, -78.82212899999999 42.846937, -78.82280799999999 42.846918, -78.82330399999999 42.846917, -78.82371599999999 42.846924, -78.823707 42.847733))"
2097,36,029,002400,6,360290024006,Block Group 6,G5030,S,337616,0,+42.8948008,-078.8017624,"POLYGON ((-78.80489899999999 42.893386, -78.804867 42.894343, -78.80485299999999 42.895032, -78.804845 42.895413, -78.804801 42.897305, -78.804796 42.897488, -78.80479299999999 42.897607, -78.804498 42.897642, -78.804165 42.897696, -78.803895 42.897757, -78.803527 42.897897, -78.802853 42.898172, -78.80236499999999 42.8983, -78.801042 42.898543, -78.79987199999999 42.898692, -78.799269 42.898769, -78.79931499999999 42.895575, -78.799359 42.891036, -78.79935499999999 42.889778, -78.79939899999999 42.889779, -78.799987 42.889777, -78.80117 42.889774, -78.80116099999999 42.892403, -78.802375 42.892408, -78.80369 42.892411, -78.804317 42.892418, -78.804925 42.892419, -78.80489899999999 42.893386))"
