Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
89800,36,029,010101,4,-666666666,506,971,-666666666.0,135,1309,0,571,559,12,571,96,1037,151,1316,2018
110200,36,029,010101,3,-666666666,235,739,-666666666.0,103,1015,61,520,396,63,459,60,955,0,1015,2018
115800,36,029,010101,1,-666666666,86,556,-666666666.0,16,830,0,363,351,12,363,0,817,0,830,2018
105800,36,029,010101,2,738,436,932,42.8,42,1330,36,643,476,131,607,32,1159,110,1330,2018
143300,36,029,008002,1,648,55,547,27.5,46,893,0,366,252,114,366,20,918,22,940,2018
120700,36,029,008002,3,-666666666,265,898,-666666666.0,150,1155,15,660,500,145,645,3,1122,31,1155,2018
112500,36,029,008002,2,668,118,390,22.9,39,586,0,307,175,132,307,0,586,0,586,2018
130900,36,029,008002,4,727,169,878,32.2,46,988,86,523,342,95,437,0,988,0,988,2018
143800,36,029,008002,5,-666666666,191,659,-666666666.0,67,896,18,410,349,43,392,15,896,0,896,2018
149500,36,029,008002,6,-666666666,151,594,-666666666.0,0,721,0,319,297,22,319,0,721,0,721,2018
89800,36,029,011500,2,760,176,356,51.0,16,542,49,298,208,41,249,25,512,25,542,2018
133800,36,029,010902,2,699,454,1008,51.0,61,1120,88,711,441,182,623,15,1034,60,1120,2018
154500,36,029,011800,3,712,376,1179,25.2,82,1722,77,757,474,206,680,9,1642,58,1722,2018
98700,36,029,015700,3,338,195,362,28.8,28,555,17,244,215,12,227,8,486,16,555,2018
163700,36,029,015002,2,-666666666,240,521,-666666666.0,10,703,60,327,257,10,267,26,575,0,703,2018
136800,36,029,015700,2,660,241,509,51.0,15,679,8,292,241,43,284,0,679,0,679,2018
88900,36,029,015700,4,523,291,582,21.8,95,926,44,398,179,175,354,27,873,17,926,2018
93500,36,029,006901,1,556,355,694,33.5,285,1238,54,442,120,268,388,428,370,53,1238,2018
48600,36,029,006901,4,586,283,386,33.0,205,595,38,305,48,219,267,270,129,97,595,2018
54200,36,029,006902,3,481,198,400,51.0,257,565,38,349,86,225,311,133,290,37,565,2018
208500,36,029,007303,4,-666666666,275,1137,-666666666.0,29,1722,0,580,580,0,580,88,1594,5,1722,2018
87700,36,029,007700,3,607,275,837,29.1,221,1179,47,596,363,186,549,13,1197,0,1197,2018
153100,36,029,007902,3,828,610,1693,29.3,198,2334,39,1017,642,336,978,102,1798,364,2334,2018
136500,36,029,007902,5,-666666666,283,635,-666666666.0,67,852,38,376,322,16,338,2,822,29,852,2018
121300,36,029,008101,5,798,387,825,43.6,30,946,18,635,261,356,617,20,802,122,946,2018
123000,36,029,008201,2,658,302,611,35.6,109,742,0,407,267,140,407,8,651,21,742,2018
105300,36,029,008700,2,643,208,701,14.0,38,854,0,358,266,92,358,37,721,114,854,2018
219300,36,029,009006,5,-666666666,278,978,-666666666.0,39,1386,13,569,527,29,556,21,1168,74,1386,2018
219200,36,029,009008,2,1881,291,1026,31.5,22,1017,0,620,312,308,620,31,1089,54,1249,2018
113300,36,029,014702,4,933,441,1382,51.0,141,1715,108,935,748,79,827,0,1715,0,1715,2018
147700,36,029,014803,4,725,543,1513,22.1,96,2063,11,963,804,148,952,16,2047,31,2094,2018
184100,36,029,015301,3,440,465,1571,37.3,87,2239,93,933,771,69,840,19,2239,0,2239,2018
110300,36,029,015402,4,326,550,1160,38.3,335,1421,204,858,525,129,654,4,1417,0,1421,2018
98100,36,029,015504,1,719,401,862,19.7,203,1185,118,598,419,61,480,71,1105,0,1185,2018
94300,36,029,015504,4,-666666666,450,849,-666666666.0,194,1100,120,609,442,47,489,39,1078,0,1100,2018
101700,36,029,016200,2,582,339,651,30.0,109,816,1,404,300,103,403,27,776,16,836,2018
36600,36,029,016300,2,-666666666,253,392,39.7,44,441,132,363,145,86,231,113,266,40,441,2018
42000,36,029,016400,2,652,263,435,30.5,159,643,278,586,111,197,308,48,493,9,643,2018
360000,36,029,016500,1,1098,444,1374,22.0,244,1131,257,962,64,641,705,210,990,425,1643,2018
52000,36,029,016600,3,518,225,483,51.0,95,651,62,371,189,120,309,0,0,630,651,2018
147200,36,029,007905,3,-666666666,257,1063,-666666666.0,17,1209,0,594,556,38,594,14,1209,0,1209,2018
254400,36,029,013202,1,720,365,1408,32.4,68,1598,48,773,409,316,725,30,1668,66,1749,2018
141100,36,029,013201,3,537,279,660,42.6,0,827,48,441,356,37,393,0,816,0,827,2018
225000,36,029,013501,2,-666666666,245,852,-666666666.0,85,1123,0,466,466,0,466,5,1118,5,1123,2018
210200,36,029,004800,3,796,295,1236,12.3,187,1552,26,617,425,166,591,58,1422,47,1561,2018
62900,36,029,008300,1,597,477,800,35.6,407,1255,99,734,190,445,635,180,762,210,1255,2018
131300,36,029,005000,1,643,152,711,21.5,119,836,90,534,159,285,444,37,578,196,844,2018
97600,36,029,005000,3,810,152,693,25.4,107,993,46,493,241,206,447,166,642,130,1010,2018
401900,36,029,005400,1,872,155,916,30.9,121,1239,58,675,283,334,617,57,971,159,1239,2018
96100,36,029,004500,1,779,155,668,29.6,63,728,101,593,278,214,492,16,574,93,728,2018
348400,36,029,004500,4,683,139,725,51.0,93,841,0,313,176,137,313,9,743,75,841,2018
183000,36,029,004601,3,895,79,680,49.3,307,1099,23,453,315,115,430,39,783,48,1099,2018
107700,36,029,004601,1,525,91,424,9.0,78,575,0,268,234,34,268,112,324,185,575,2018
55500,36,029,005700,2,628,274,514,51.0,445,812,64,377,158,155,313,201,455,11,812,2018
397100,36,029,014702,3,-666666666,198,1218,-666666666.0,13,1800,35,627,592,0,592,0,1790,0,1800,2018
137400,36,029,014300,1,-666666666,253,1057,-666666666.0,45,1296,0,573,555,18,573,0,1337,1,1351,2018
145600,36,029,014300,3,-666666666,341,735,-666666666.0,0,970,46,477,406,25,431,16,903,26,982,2018
173900,36,029,015003,1,646,771,1635,25.6,119,2250,101,1090,852,137,989,0,2222,0,2270,2018
148100,36,029,015800,2,503,706,1720,20.3,79,2240,66,1049,897,86,983,0,2232,1,2240,2018
170800,36,029,009004,1,1226,192,1335,41.0,83,1741,21,907,748,138,886,9,1476,172,1741,2018
135600,36,029,010807,1,817,496,1387,38.2,344,1917,42,950,498,410,908,24,1526,281,1917,2018
432300,36,029,006302,1,964,111,677,27.6,68,924,82,452,197,173,370,51,764,97,924,2018
120100,36,029,007902,6,-666666666,224,359,-666666666.0,24,470,0,210,204,6,210,0,470,0,470,2018
135800,36,029,007902,4,-666666666,167,686,-666666666.0,26,856,0,401,401,0,401,0,830,0,856,2018
79000,36,029,001100,1,547,451,917,31.1,248,1140,49,684,269,366,635,89,1026,25,1162,2018
119900,36,029,008201,3,829,235,682,41.3,62,971,9,395,325,61,386,80,993,20,1025,2018
-666666666,36,029,003400,3,480,179,379,29.3,269,535,119,377,84,174,258,0,76,411,535,2018
49800,36,029,003301,1,632,189,439,48.8,129,480,145,377,100,132,232,0,170,456,633,2018
177600,36,029,015101,1,603,545,1288,41.0,143,1868,32,760,613,115,728,107,1842,26,1868,2018
156800,36,029,015102,2,525,437,882,23.8,104,1258,38,543,426,79,505,67,1250,4,1258,2018
38800,36,029,004401,2,834,304,604,51.0,683,1160,28,467,147,292,439,0,8,1132,1160,2018
-666666666,36,029,004602,1,-666666666,15,43,-666666666.0,3,13,0,4,4,0,4,117,425,216,1066,2018
63400,36,029,005500,1,652,367,673,35.2,297,991,153,586,129,304,433,296,602,84,991,2018
117200,36,029,005500,4,791,119,510,30.3,369,986,46,399,91,262,353,232,635,110,986,2018
346900,36,029,009008,3,2367,491,2122,51.0,88,2669,0,1343,657,686,1343,165,2198,45,2755,2018
95400,36,029,008400,1,-666666666,346,529,-666666666.0,0,675,83,341,245,13,258,8,667,0,675,2018
164200,36,029,009112,1,647,992,2583,31.9,462,2598,178,1762,506,1078,1584,119,2769,77,3033,2018
172000,36,029,009600,3,925,509,1669,33.2,396,1890,75,1183,295,813,1108,45,1662,300,1977,2018
97200,36,029,010600,2,797,546,1212,25.9,55,1565,50,717,546,121,667,45,1436,83,1565,2018
92500,36,029,010700,3,681,298,412,38.5,72,501,65,321,182,74,256,19,422,66,501,2018
117400,36,029,011600,1,767,367,1058,18.7,56,1270,107,828,337,384,721,17,1173,0,1270,2018
164800,36,029,006501,3,595,244,616,21.9,46,657,9,351,152,190,342,120,564,64,657,2018
194300,36,029,006501,2,945,68,434,24.7,98,695,65,393,139,189,328,17,651,17,695,2018
98200,36,029,009301,2,949,193,676,22.5,74,1006,79,451,281,91,372,156,617,258,1006,2018
106100,36,029,009301,5,467,217,563,35.0,492,921,0,415,98,317,415,77,677,165,921,2018
106800,36,029,012501,5,524,262,607,20.4,98,705,0,328,199,129,328,33,679,26,705,2018
145000,36,029,013300,4,733,69,472,23.3,0,755,0,272,228,44,272,0,755,0,755,2018
145700,36,029,013300,3,593,63,292,22.5,0,403,0,178,152,26,178,0,403,0,403,2018
221500,36,029,013600,2,1101,109,693,28.3,26,918,73,440,240,127,367,103,876,0,918,2018
168900,36,029,013701,3,859,215,657,18.9,197,804,0,434,274,160,434,88,818,0,846,2018
48700,36,029,004200,1,758,201,437,38.8,223,645,20,268,98,150,248,87,24,621,645,2018
62600,36,029,004200,2,584,266,452,51.0,289,683,48,342,137,157,294,0,14,676,690,2018
46800,36,029,005900,3,534,241,430,48.2,517,914,40,339,96,203,299,301,412,26,914,2018
53700,36,029,005900,2,601,284,437,31.5,315,718,58,343,146,139,285,74,396,80,718,2018
147500,36,029,007303,1,-666666666,161,655,-666666666.0,80,870,0,358,312,46,358,0,879,0,899,2018
116900,36,029,009701,1,812,536,1097,23.4,25,1241,133,776,377,266,643,0,1081,38,1241,2018
145000,36,029,012002,1,1038,309,762,29.7,63,971,62,444,270,112,382,0,943,0,971,2018
64900,36,029,012300,4,486,350,528,29.6,227,1002,80,538,194,264,458,201,696,99,1010,2018
99000,36,029,000600,1,549,414,1151,15.8,216,1641,14,752,459,279,738,31,1595,0,1641,2018
99000,36,029,000900,3,610,202,550,19.0,97,755,36,389,184,169,353,139,670,13,755,2018
139800,36,029,006501,4,665,188,442,49.8,352,819,63,335,98,174,272,37,277,372,836,2018
-666666666,36,029,007102,1,694,512,818,41.8,818,1302,71,577,0,506,506,487,252,773,1452,2018
103200,36,029,007600,1,-666666666,253,580,-666666666.0,85,719,33,388,329,26,355,13,698,0,719,2018
178800,36,029,015402,1,716,411,1201,30.1,64,1492,88,751,544,119,663,145,1492,0,1492,2018
-666666666,36,029,001700,2,534,283,358,51.0,562,759,70,333,77,186,263,246,461,171,759,2018
-666666666,36,029,002900,2,565,117,264,23.3,76,356,53,266,110,103,213,0,92,264,356,2018
84900,36,029,003100,2,614,187,421,35.5,101,585,10,245,99,136,235,58,128,448,585,2018
104800,36,029,003100,3,506,504,768,21.7,166,722,130,459,106,223,329,44,238,733,1008,2018
163600,36,029,007901,3,-666666666,123,575,-666666666.0,2,788,8,354,298,48,346,0,666,0,788,2018
121700,36,029,007903,1,871,252,1002,42.4,47,1304,30,608,462,116,578,0,1124,61,1326,2018
132600,36,029,007904,2,-666666666,97,366,-666666666.0,32,501,11,231,209,11,220,0,501,0,501,2018
115100,36,029,008202,3,769,190,478,24.6,83,647,45,339,206,88,294,0,570,22,647,2018
40500,36,029,003700,4,559,307,694,41.0,404,1106,66,635,159,410,569,0,116,975,1106,2018
52300,36,029,017000,2,615,550,1213,33.0,405,1716,158,843,395,290,685,3,80,1630,1734,2018
85000,36,029,017100,2,638,221,305,29.6,88,718,185,418,56,177,233,86,177,278,718,2018
47500,36,029,017100,5,570,376,661,51.0,377,795,43,298,97,158,255,278,360,372,1033,2018
196800,36,029,009401,2,1125,70,893,18.8,122,1223,0,514,481,33,514,42,1152,0,1223,2018
141300,36,029,009401,1,857,189,966,34.1,456,1612,36,802,364,402,766,217,1515,172,2181,2018
86900,36,029,011100,2,520,213,417,28.1,26,502,28,286,237,21,258,14,490,6,502,2018
109500,36,029,014400,1,576,635,1151,32.3,280,1525,74,862,400,388,788,59,1515,1,1543,2018
107300,36,029,014400,4,673,470,899,16.1,226,1115,134,673,312,227,539,127,1140,0,1157,2018
152800,36,029,004300,4,-666666666,114,500,-666666666.0,16,633,0,266,250,16,266,14,252,367,633,2018
111500,36,029,004300,7,841,17,312,-666666666.0,80,724,0,210,73,137,210,0,49,675,724,2018
124200,36,029,005100,4,846,117,552,51.0,368,936,97,439,185,157,342,135,602,240,941,2018
104900,36,029,005100,2,590,281,651,51.0,210,762,0,484,165,319,484,0,346,368,762,2018
124600,36,029,015600,1,520,412,973,49.3,215,1232,116,713,422,175,597,33,1191,7,1232,2018
307300,36,029,013502,2,-666666666,84,1301,-666666666.0,0,1838,13,648,614,21,635,36,1743,0,1838,2018
56300,36,029,004100,3,483,161,367,15.3,190,621,0,266,116,150,266,0,109,512,621,2018
287700,36,029,006601,2,932,105,809,19.0,62,1170,197,714,222,295,517,112,1036,78,1170,2018
310900,36,029,006800,2,693,58,538,26.6,95,732,389,873,89,395,484,42,586,97,732,2018
174200,36,029,006800,1,788,51,618,22.8,74,688,0,515,87,428,515,0,637,0,688,2018
193300,36,029,009006,1,-666666666,137,785,-666666666.0,28,1031,0,461,447,14,461,0,910,144,1073,2018
393200,36,029,009007,2,-666666666,31,974,-666666666.0,32,1352,49,538,480,9,489,73,1035,96,1367,2018
90200,36,029,010102,2,534,172,368,37.6,154,565,0,312,79,233,312,0,422,136,565,2018
76600,36,029,010400,2,654,199,450,27.9,94,682,111,398,151,136,287,29,349,276,682,2018
141700,36,029,007302,6,-666666666,275,841,-666666666.0,223,1194,49,584,504,31,535,0,1154,58,1212,2018
148800,36,029,008600,1,751,159,644,24.1,59,850,83,503,334,86,420,0,764,0,850,2018
136300,36,029,008600,4,-666666666,29,480,-666666666.0,0,758,24,288,230,34,264,0,573,90,758,2018
184400,36,029,008600,5,684,168,575,33.5,140,612,0,515,50,465,515,0,536,63,612,2018
127700,36,029,008700,1,857,194,501,51.0,180,736,72,426,255,99,354,0,551,139,736,2018
116500,36,029,008800,2,623,244,814,22.6,0,1208,59,575,447,69,516,71,1152,13,1208,2018
161300,36,029,009107,2,962,132,645,51.0,341,1173,88,539,239,212,451,14,832,250,1173,2018
162800,36,029,008101,2,827,288,1044,29.2,212,1565,0,680,480,200,680,162,1346,19,1565,2018
207400,36,029,008900,5,657,90,850,23.2,98,1156,0,583,354,229,583,14,1092,27,1156,2018
23200,36,029,003500,3,-666666666,287,456,19.4,462,899,103,527,94,330,424,0,0,773,899,2018
154100,36,029,011700,3,740,613,1515,22.8,266,1770,73,1059,493,493,986,152,1891,20,1928,2018
75800,36,029,012400,2,456,618,926,46.9,279,1292,217,902,438,247,685,81,1255,10,1308,2018
-666666666,36,029,006702,2,749,276,1097,25.8,302,1280,174,1241,17,1050,1067,161,574,475,1280,2018
42500,36,029,002702,3,572,183,420,38.6,440,896,115,378,179,84,263,9,226,184,896,2018
24200,36,029,002702,2,458,184,266,42.7,255,462,104,271,21,146,167,0,41,212,462,2018
170900,36,029,009109,2,868,389,1349,51.0,241,1827,60,844,646,138,784,49,1512,32,1827,2018
231400,36,029,009114,1,-666666666,120,983,-666666666.0,141,1358,22,517,484,11,495,0,1227,17,1358,2018
-666666666,36,029,009200,4,897,134,653,42.2,298,836,0,434,0,434,434,62,283,86,836,2018
-666666666,36,029,004900,4,909,286,424,18.6,73,665,61,323,33,229,262,208,361,54,665,2018
165300,36,029,004900,1,961,397,1318,23.6,365,1869,153,933,301,479,780,239,1422,56,1869,2018
111000,36,029,009702,4,652,383,906,41.0,184,1289,23,525,377,125,502,38,1210,4,1289,2018
116700,36,029,012901,1,820,335,568,14.6,11,622,0,339,226,113,339,24,622,0,622,2018
124500,36,029,012901,5,718,588,1155,35.2,493,1593,67,812,222,523,745,17,1431,30,1593,2018
75800,36,029,000110,1,514,93,183,51.0,18,285,38,146,88,20,108,80,295,0,303,2018
49300,36,029,000110,3,607,488,735,32.5,161,1019,80,449,134,235,369,297,791,80,1019,2018
164600,36,029,017300,1,-666666666,541,1804,-666666666.0,127,2619,0,978,961,17,978,29,2602,0,2619,2018
143200,36,029,017300,4,775,391,925,28.2,79,1117,0,467,297,170,467,0,1135,0,1135,2018
-666666666,36,029,017400,3,465,290,365,33.2,485,933,23,277,57,197,254,122,329,322,933,2018
87100,36,029,017501,2,553,294,612,32.4,218,910,31,425,198,196,394,30,766,7,915,2018
85000,36,029,940000,1,383,403,691,18.5,309,1153,45,518,344,129,473,9,122,0,1153,2018
93000,36,029,011400,2,587,567,999,23.8,234,1557,85,715,322,308,630,67,1380,113,1557,2018
92300,36,029,011000,1,-666666666,245,486,28.8,20,579,13,319,255,51,306,0,526,5,579,2018
113900,36,029,007000,2,506,251,497,34.6,374,898,63,476,138,275,413,381,490,150,907,2018
95000,36,029,007101,2,284,491,644,37.2,945,1210,26,582,48,508,556,602,260,499,1210,2018
238500,36,029,007304,1,1140,616,1924,25.4,134,2685,182,1154,790,182,972,0,2685,0,2685,2018
275500,36,029,008102,3,-666666666,37,623,-666666666.0,38,811,0,355,355,0,355,0,811,0,811,2018
189300,36,029,013101,1,1155,116,1264,26.6,56,1603,44,799,651,104,755,24,1593,0,1603,2018
160000,36,029,013101,4,-666666666,179,693,-666666666.0,0,863,0,364,364,0,364,38,782,0,863,2018
144200,36,029,012001,2,734,548,1603,36.2,116,2280,29,927,780,118,898,16,2269,0,2280,2018
98000,36,029,012800,1,596,335,714,21.4,69,1079,31,479,283,165,448,58,1035,0,1084,2018
227400,36,029,013800,2,-666666666,116,422,-666666666.0,28,530,0,276,247,29,276,0,530,0,530,2018
147600,36,029,014501,1,538,728,1426,27.5,210,1789,27,835,659,149,808,140,1661,12,1806,2018
172500,36,029,014803,2,-666666666,546,985,-666666666.0,48,1312,80,544,423,41,464,35,1208,48,1312,2018
192500,36,029,005400,2,821,232,701,36.4,225,1035,74,609,142,393,535,38,826,141,1035,2018
117900,36,029,009302,1,860,148,562,33.3,84,869,68,475,306,101,407,0,771,34,869,2018
81800,36,029,000800,2,511,288,926,23.1,274,1400,119,750,342,289,631,35,1379,10,1418,2018
31700,36,029,003000,2,546,403,690,34.0,423,973,141,700,213,346,559,23,151,616,973,2018
245500,36,029,009006,3,-666666666,182,1062,-666666666.0,15,1494,14,611,563,34,597,74,1341,59,1494,2018
392200,36,029,014604,1,1860,73,1451,51.0,0,2202,74,903,687,142,829,37,2024,0,2202,2018
58000,36,029,000200,1,514,408,624,28.3,411,1014,107,484,140,237,377,227,818,11,1025,2018
155000,36,029,009402,2,746,110,679,25.7,50,848,8,519,308,203,511,32,753,48,848,2018
135900,36,029,011800,1,609,492,892,24.4,52,1132,0,524,358,166,524,8,1122,0,1132,2018
239700,36,029,014101,1,-666666666,382,1198,-666666666.0,19,1590,0,662,614,48,662,10,1561,1,1591,2018
187700,36,029,013400,1,-666666666,13,367,-666666666.0,0,481,0,228,214,14,228,0,422,0,481,2018
191400,36,029,014903,2,-666666666,148,338,-666666666.0,0,485,0,178,178,0,178,0,485,0,485,2018
196100,36,029,014903,3,826,680,1991,24.6,151,2889,0,1022,812,210,1022,64,2841,0,2889,2018
-666666666,36,029,940100,1,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2018
139200,36,029,000700,1,-666666666,101,399,-666666666.0,97,655,17,237,190,30,220,10,655,0,655,2018
59400,36,029,001500,2,416,382,640,51.0,302,843,146,579,198,235,433,0,42,754,843,2018
64600,36,029,001900,3,361,184,297,22.5,44,348,51,235,150,34,184,0,297,51,348,2018
101300,36,029,004001,5,590,182,479,51.0,258,669,0,343,103,240,343,53,395,141,669,2018
82500,36,029,004001,2,517,304,535,33.8,338,798,5,302,152,145,297,39,196,474,798,2018
109200,36,029,008003,1,-666666666,198,669,-666666666.0,63,841,96,537,395,46,441,0,776,18,841,2018
109000,36,029,009302,3,723,186,439,21.3,49,413,10,205,150,45,195,4,312,100,497,2018
195600,36,029,009501,1,-666666666,15,364,-666666666.0,0,618,0,172,155,17,172,0,462,54,618,2018
97800,36,029,010001,2,766,245,694,30.3,93,961,0,434,372,62,434,89,745,95,961,2018
69600,36,029,010300,1,757,179,429,36.9,35,636,56,336,170,110,280,77,213,356,636,2018
136900,36,029,010805,1,700,761,1506,17.3,39,1762,0,797,731,66,797,84,1727,0,1762,2018
80000,36,029,006100,4,668,380,721,31.8,722,1332,74,553,134,345,479,315,421,640,1386,2018
100900,36,029,006100,5,576,155,352,36.7,166,657,66,333,113,154,267,190,231,192,657,2018
189400,36,029,006602,3,411,251,784,31.8,214,861,28,637,105,504,609,59,458,325,861,2018
252500,36,029,009104,1,-666666666,112,997,-666666666.0,13,1604,0,560,537,23,560,6,1444,0,1604,2018
185300,36,029,015002,1,605,574,1732,18.2,115,2315,36,962,865,61,926,0,2271,0,2315,2018
146300,36,029,015700,1,-666666666,493,912,-666666666.0,156,1315,13,459,422,24,446,8,1313,11,1331,2018
-666666666,36,029,016100,1,-666666666,1769,2448,-666666666.0,11,88,0,18,7,11,18,567,1131,1041,2764,2018
118900,36,029,013001,4,-666666666,220,523,-666666666.0,33,739,0,312,280,32,312,0,753,0,777,2018
114500,36,029,013001,1,694,346,707,36.6,220,1047,0,515,277,238,515,0,858,109,1047,2018
46100,36,029,002400,5,586,237,444,45.3,201,676,87,394,147,160,307,109,537,36,676,2018
25300,36,029,002400,2,397,151,252,46.4,133,350,91,269,74,104,178,37,144,75,350,2018
301100,36,029,013800,4,-666666666,258,620,-666666666.0,148,924,0,314,299,15,314,28,942,0,962,2018
260100,36,029,014102,2,846,723,2352,40.0,167,3173,0,1316,1061,255,1316,0,3125,0,3173,2018
221600,36,029,009104,3,994,205,1094,20.1,37,1434,15,723,591,117,708,7,1361,73,1434,2018
246300,36,029,005201,4,798,47,694,18.7,87,937,76,480,182,222,404,124,813,104,937,2018
179200,36,029,005201,2,780,58,373,19.6,16,499,25,234,154,55,209,20,412,26,499,2018
197100,36,029,007302,3,-666666666,185,568,-666666666.0,0,682,12,296,270,14,284,0,671,0,682,2018
256200,36,029,007302,5,1036,136,797,14.3,36,1090,37,506,409,60,469,14,1043,0,1090,2018
-666666666,36,029,001402,2,289,232,337,31.5,291,396,137,467,9,321,330,75,75,321,396,2018
89200,36,029,002502,2,563,263,764,51.0,261,1120,76,583,314,193,507,4,52,1046,1128,2018
235500,36,029,009009,2,1272,831,3190,32.4,43,4326,59,1891,1300,532,1832,96,3680,16,4326,2018
180100,36,029,009106,1,-666666666,152,638,-666666666.0,0,861,12,356,338,6,344,55,820,17,861,2018
-666666666,36,029,009110,1,-666666666,0,178,-666666666.0,10,14,0,6,0,6,6,677,3121,804,5759,2018
86000,36,029,009115,1,1021,265,1077,46.6,1109,2225,139,1135,263,733,996,120,1151,265,2391,2018
187800,36,029,009116,2,-666666666,57,845,-666666666.0,0,1387,57,466,393,16,409,0,1348,0,1387,2018
178600,36,029,009501,2,1381,256,1656,19.3,113,2273,0,1002,860,142,1002,180,1664,579,2273,2018
134100,36,029,010003,2,756,435,851,19.5,39,1258,0,514,424,90,514,0,996,210,1258,2018
101600,36,029,010201,2,625,293,1112,38.6,127,1439,27,663,465,171,636,49,1082,313,1439,2018
82000,36,029,010202,2,-666666666,150,749,-666666666.0,86,316,33,204,160,11,171,36,368,349,1200,2018
91700,36,029,011500,1,653,343,594,25.0,135,941,0,388,302,86,388,45,928,0,941,2018
119800,36,029,010902,3,-666666666,454,1036,-666666666.0,83,1458,38,606,517,51,568,15,1451,7,1458,2018
120400,36,029,010902,1,836,218,824,23.4,186,1118,49,668,136,483,619,40,966,106,1118,2018
96700,36,029,004700,5,687,318,567,51.0,774,1309,255,740,81,404,485,78,439,726,1356,2018
49200,36,029,005600,4,574,556,794,24.5,399,1314,126,613,109,378,487,363,525,616,1336,2018
55800,36,029,002300,3,650,157,468,31.8,77,821,20,258,146,92,238,211,712,37,821,2018
