Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
89000,36,029,015700,3,708,209,586,43.8,28,793,31,317,260,26,286,0,777,0,793,2013
102200,36,029,015700,4,457,236,466,26.4,75,776,51,329,177,101,278,0,766,0,776,2013
166700,36,029,015800,1,395,529,1325,22.5,99,1778,117,927,678,132,810,0,1739,0,1798,2013
127100,36,029,015800,2,341,940,1770,30.4,252,2406,105,1041,839,97,936,10,2389,8,2406,2013
105700,36,029,015900,1,491,886,1703,32.0,378,2309,11,1002,622,369,991,13,2313,53,2417,2013
130500,36,029,015900,2,538,540,1327,23.4,146,1792,70,871,496,305,801,75,1752,26,1881,2013
-666666666,36,029,016100,1,-666666666,1757,2265,-666666666.0,3,26,0,0,0,0,0,512,1164,951,2592,2013
85600,36,029,016200,1,458,460,826,34.1,78,966,76,562,244,242,486,234,926,48,1120,2013
95600,36,029,016200,2,441,314,754,33.8,49,1070,0,499,426,73,499,17,957,48,1101,2013
29600,36,029,016300,1,475,408,612,44.5,257,784,103,478,142,233,375,174,633,0,784,2013
30300,36,029,016300,2,520,233,500,50.0,315,936,28,304,125,151,276,0,641,295,936,2013
28000,36,029,016300,3,429,536,677,27.1,338,1157,127,539,229,183,412,68,951,3,1183,2013
-666666666,36,029,016400,1,354,269,520,25.3,312,730,75,569,0,494,494,77,129,574,730,2013
35900,36,029,016400,2,338,340,452,36.9,223,646,245,570,120,205,325,17,518,89,646,2013
40600,36,029,016400,3,410,280,446,33.2,82,524,49,296,131,116,247,21,241,139,524,2013
55000,36,029,016400,4,548,233,481,36.3,322,937,0,334,82,252,334,205,169,689,937,2013
260000,36,029,016500,1,699,616,1048,28.7,424,992,149,803,22,632,654,232,933,411,1489,2013
24700,36,029,016600,1,400,256,395,39.1,226,803,115,409,174,120,294,0,12,701,803,2013
18400,36,029,016600,2,394,336,365,39.3,341,600,47,301,120,134,254,0,0,600,600,2013
20200,36,029,016600,3,450,144,258,36.7,176,401,48,226,138,40,178,2,13,388,401,2013
37500,36,029,016600,4,459,278,550,50.0,413,1018,199,594,156,239,395,34,21,988,1037,2013
66900,36,029,016700,1,503,259,500,46.8,142,807,64,432,275,93,368,19,752,0,807,2013
56300,36,029,016700,2,365,221,386,25.2,42,553,74,364,191,99,290,0,537,0,553,2013
70400,36,029,016700,3,514,459,754,50.0,260,1014,45,486,288,153,441,183,962,41,1014,2013
26900,36,029,016800,1,510,183,421,19.1,406,711,357,609,123,129,252,16,20,691,719,2013
45000,36,029,016800,2,486,290,754,34.1,683,1671,155,781,143,483,626,208,90,1494,1693,2013
73300,36,029,016800,3,486,247,462,38.5,273,689,154,460,144,162,306,0,24,593,727,2013
48900,36,029,016800,4,486,426,711,40.3,20,980,123,568,212,233,445,63,25,913,1012,2013
292300,36,029,016900,1,724,48,937,18.9,76,1185,100,668,312,256,568,42,1150,26,1185,2013
182500,36,029,016900,2,762,7,527,37.6,199,732,0,428,190,238,428,9,625,58,732,2013
89300,36,029,016900,3,653,234,849,27.7,166,1192,154,691,141,396,537,130,609,517,1333,2013
67300,36,029,016900,4,528,84,177,28.3,16,249,98,228,38,92,130,21,425,168,643,2013
47000,36,029,017000,1,478,344,497,50.0,145,808,205,592,133,254,387,28,46,762,808,2013
46800,36,029,017000,2,513,826,1381,36.8,630,1840,203,933,387,343,730,10,174,1734,2033,2013
47000,36,029,017100,1,550,286,334,50.0,625,854,155,386,92,139,231,279,161,287,854,2013
48600,36,029,017100,2,542,443,650,50.0,761,1192,65,412,161,186,347,125,352,617,1210,2013
62100,36,029,017100,3,532,312,409,50.0,768,1030,148,473,45,280,325,351,489,227,1030,2013
43500,36,029,017100,4,466,226,487,46.3,379,897,0,227,155,72,227,48,263,244,897,2013
33000,36,029,017100,5,456,383,574,41.5,329,733,169,389,92,128,220,263,527,107,859,2013
65000,36,029,017200,1,455,292,515,14.9,98,710,0,329,219,110,329,1,659,0,710,2013
74400,36,029,017200,2,544,338,484,27.5,270,594,0,368,64,304,368,0,475,0,594,2013
82200,36,029,017200,3,430,302,483,24.5,56,703,67,417,236,114,350,0,672,0,703,2013
141600,36,029,017300,1,-666666666,451,1469,-666666666.0,28,2069,0,838,806,32,838,83,1986,0,2069,2013
134800,36,029,017300,2,576,314,728,17.1,104,997,42,514,396,76,472,0,996,4,1038,2013
152300,36,029,017300,3,779,555,1838,28.0,0,2516,99,1092,899,94,993,30,2434,64,2516,2013
128800,36,029,017300,4,589,276,858,27.3,231,1243,41,460,291,128,419,202,1028,202,1243,2013
71400,36,029,017400,1,412,441,795,50.0,716,1331,137,599,223,239,462,118,853,308,1337,2013
49500,36,029,017400,2,527,318,558,36.6,197,849,0,358,267,91,358,143,693,25,849,2013
54500,36,029,017400,3,362,372,583,50.0,511,949,56,430,104,270,374,168,433,375,949,2013
-666666666,36,029,017400,4,301,263,360,22.3,346,653,49,392,9,334,343,115,69,520,653,2013
88400,36,029,017501,1,471,243,466,33.4,172,596,15,301,227,59,286,9,571,14,634,2013
78400,36,029,017501,2,471,315,648,29.5,135,839,52,486,255,179,434,2,712,0,839,2013
84000,36,029,017502,1,555,449,842,12.9,167,1098,73,543,423,47,470,0,1090,8,1098,2013
86800,36,029,017502,2,443,587,1006,20.6,74,1395,37,577,478,62,540,0,1375,2,1395,2013
81700,36,029,940000,1,370,366,794,29.2,298,1284,77,502,321,104,425,73,60,0,1296,2013
55000,36,029,940000,2,-666666666,149,352,-666666666.0,114,541,50,273,193,30,223,131,4,5,549,2013
-666666666,36,029,940100,1,-666666666,4,4,-666666666.0,0,17,0,2,2,0,2,0,0,0,17,2013
-666666666,36,029,990000,0,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2013
121800,36,029,008001,5,619,170,620,30.0,108,904,0,358,236,122,358,60,840,76,916,2013
105200,36,029,008001,6,-666666666,190,671,-666666666.0,21,840,32,399,332,35,367,0,827,13,840,2013
118500,36,029,008002,1,658,194,594,34.8,303,829,0,406,223,183,406,277,745,36,829,2013
111500,36,029,008002,2,577,154,532,-666666666.0,107,697,0,296,244,52,296,0,598,16,697,2013
127500,36,029,008002,3,600,518,1126,36.3,195,1802,65,723,430,228,658,15,1524,110,1802,2013
117100,36,029,008002,4,586,270,852,32.9,41,1144,0,519,476,43,519,0,1144,0,1144,2013
132100,36,029,008002,5,586,173,555,37.0,17,707,15,336,261,60,321,11,690,17,707,2013
162100,36,029,008002,6,-666666666,65,468,-666666666.0,0,528,0,247,231,16,247,0,538,0,538,2013
103500,36,029,008003,1,-666666666,236,527,-666666666.0,17,699,60,380,315,5,320,15,683,0,699,2013
100800,36,029,008003,2,-666666666,330,604,-666666666.0,465,1174,0,397,316,81,397,45,1165,9,1174,2013
100900,36,029,008003,3,686,274,578,27.1,166,768,0,410,249,161,410,0,621,22,768,2013
103900,36,029,008003,4,603,335,1080,18.1,88,1550,0,661,403,258,661,10,1408,75,1550,2013
110500,36,029,008003,5,-666666666,283,868,-666666666.0,23,1473,0,474,449,25,474,85,1372,24,1473,2013
111500,36,029,008101,1,545,388,964,30.5,148,1262,48,648,463,137,600,18,1141,0,1262,2013
117200,36,029,008101,2,178,291,804,22.8,69,1055,52,586,411,123,534,0,1030,0,1055,2013
123200,36,029,008101,3,777,240,680,21.0,54,974,21,453,276,156,432,0,904,14,974,2013
115700,36,029,008101,4,-666666666,137,701,-666666666.0,27,866,0,437,324,113,437,37,775,0,866,2013
106600,36,029,008101,5,709,586,1150,30.8,30,1482,84,784,288,412,700,52,1438,13,1482,2013
162500,36,029,008102,1,678,95,712,31.4,77,1066,0,458,343,115,458,1,956,71,1066,2013
119700,36,029,008102,2,592,248,749,26.3,26,1182,0,518,288,230,518,15,1156,13,1189,2013
251500,36,029,008102,3,-666666666,37,444,-666666666.0,30,623,39,305,266,0,266,0,600,0,623,2013
153500,36,029,008102,4,-666666666,181,691,-666666666.0,11,786,0,384,384,0,384,7,762,4,786,2013
111100,36,029,008102,5,702,119,400,23.6,52,509,23,298,227,48,275,0,502,0,509,2013
106800,36,029,008201,1,640,227,505,50.0,59,619,0,348,253,95,348,29,583,0,619,2013
102800,36,029,008201,2,625,166,549,23.8,38,674,8,382,229,145,374,41,654,20,674,2013
106300,36,029,008201,3,281,459,822,23.8,77,1053,0,425,379,46,425,33,1105,5,1110,2013
116300,36,029,008202,1,606,287,697,22.9,92,1038,25,437,304,108,412,0,997,34,1038,2013
95500,36,029,008202,2,478,260,480,25.8,114,587,61,403,143,199,342,11,503,0,587,2013
97700,36,029,008202,3,536,166,423,27.5,99,602,20,309,157,132,289,10,571,31,602,2013
104600,36,029,008202,4,566,199,523,19.4,55,729,0,313,115,198,313,41,729,0,729,2013
126500,36,029,008202,5,335,443,725,22.6,81,658,25,475,165,285,450,7,740,79,819,2013
105100,36,029,008300,1,447,558,785,30.9,372,1179,131,675,111,433,544,118,996,124,1250,2013
53200,36,029,008300,2,458,209,360,48.3,250,552,0,253,27,226,253,19,424,98,576,2013
58100,36,029,008300,3,433,287,438,28.8,193,713,23,328,95,210,305,0,693,20,713,2013
98400,36,029,008400,1,-666666666,263,393,-666666666.0,51,550,50,272,207,15,222,32,550,0,550,2013
84800,36,029,008400,2,524,399,748,24.1,111,984,49,453,319,85,404,0,944,0,984,2013
71300,36,029,008400,3,476,246,419,23.4,94,657,61,379,120,198,318,32,647,10,657,2013
116200,36,029,008500,1,339,321,913,27.7,79,1198,21,665,335,309,644,89,1154,1,1201,2013
108400,36,029,008500,2,605,361,897,27.0,13,1339,0,537,405,132,537,88,1230,89,1339,2013
124400,36,029,008600,1,-666666666,62,462,-666666666.0,64,783,16,306,260,30,290,0,768,0,783,2013
102700,36,029,008600,2,-666666666,70,540,-666666666.0,0,928,0,280,280,0,280,0,753,0,928,2013
117300,36,029,008600,3,539,147,546,23.9,54,665,45,372,279,48,327,17,628,0,665,2013
125100,36,029,008600,4,-666666666,110,529,-666666666.0,0,646,0,323,307,16,323,0,631,0,646,2013
87700,36,029,008600,5,537,172,511,29.6,15,570,132,565,73,360,433,0,469,72,570,2013
134100,36,029,008600,6,626,145,609,20.8,36,845,0,367,226,141,367,0,816,0,845,2013
103200,36,029,008700,1,660,278,647,45.3,13,957,0,399,344,55,399,8,957,0,957,2013
84600,36,029,008700,2,485,294,657,46.5,143,1027,42,409,243,124,367,8,1003,24,1027,2013
108100,36,029,008700,3,576,287,890,24.2,112,1330,39,602,425,138,563,0,1281,32,1330,2013
109100,36,029,008700,4,525,135,457,21.3,35,576,46,317,178,93,271,88,480,0,576,2013
113600,36,029,008700,5,650,139,716,23.8,78,985,0,511,206,305,511,216,845,140,985,2013
97600,36,029,008800,1,642,163,492,24.5,133,739,0,319,115,204,319,19,616,0,739,2013
87400,36,029,008800,2,605,487,1005,27.5,103,1357,34,649,454,161,615,24,1345,0,1357,2013
88800,36,029,008800,3,566,378,1052,29.3,222,1414,34,678,436,208,644,54,1279,63,1414,2013
125900,36,029,008900,1,546,115,601,23.3,9,759,55,450,320,75,395,0,752,0,759,2013
144900,36,029,008900,2,627,101,450,12.5,25,589,10,258,171,77,248,0,550,32,589,2013
170700,36,029,008900,3,681,64,581,50.0,115,913,0,413,304,109,413,16,864,33,913,2013
136400,36,029,008900,4,965,52,559,19.6,73,785,0,368,290,78,368,56,746,14,785,2013
181600,36,029,008900,5,378,140,952,28.2,112,1326,16,606,386,204,590,31,1307,0,1338,2013
143300,36,029,009004,1,-666666666,304,1447,-666666666.0,35,1871,27,914,853,34,887,128,1813,33,1903,2013
209800,36,029,009004,2,-666666666,222,1164,-666666666.0,20,1798,0,638,591,47,638,49,1514,64,1798,2013
178000,36,029,009006,1,-666666666,188,933,-666666666.0,0,1376,0,526,483,43,526,137,1221,141,1376,2013
127400,36,029,009006,2,1092,354,1033,24.0,54,1304,99,788,470,219,689,31,1194,0,1304,2013
223500,36,029,009006,3,-666666666,167,1115,-666666666.0,6,1655,65,713,584,64,648,49,1624,3,1655,2013
166900,36,029,009006,4,994,180,998,19.1,202,1611,0,599,335,264,599,0,1159,3,1611,2013
201000,36,029,009006,5,-666666666,174,950,-666666666.0,29,1367,0,517,497,20,517,0,1330,0,1367,2013
296300,36,029,009007,1,-666666666,135,1188,-666666666.0,15,1856,0,620,609,11,620,39,1362,67,1856,2013
303200,36,029,009007,2,-666666666,85,934,-666666666.0,46,1673,13,490,428,49,477,191,1610,0,1673,2013
233100,36,029,009007,3,-666666666,251,1732,-666666666.0,114,2381,39,955,883,33,916,0,2038,1,2381,2013
286800,36,029,009007,4,-666666666,197,1225,-666666666.0,96,1733,75,712,620,17,637,21,1474,0,1733,2013
156700,36,029,009008,1,1258,319,1041,29.8,45,1315,88,742,566,88,654,0,1374,0,1374,2013
212000,36,029,009008,2,1690,345,1004,50.0,32,856,68,568,250,250,500,6,1026,28,1086,2013
311900,36,029,009008,3,1440,322,1710,39.1,42,2322,193,1231,529,509,1038,156,1606,38,2322,2013
187200,36,029,009009,1,-666666666,185,970,-666666666.0,52,1351,0,513,513,0,513,0,1103,66,1351,2013
171900,36,029,009009,2,892,549,2483,40.4,157,3499,12,1551,1194,345,1539,26,3052,130,3499,2013
237700,36,029,009010,1,1230,199,1754,19.8,93,2506,60,1024,783,181,964,65,2225,13,2506,2013
243500,36,029,009010,2,708,393,1692,23.6,246,2674,62,1010,760,188,948,35,2118,225,2689,2013
193700,36,029,009104,1,-666666666,167,1005,-666666666.0,16,1407,0,563,563,0,563,0,1237,53,1407,2013
209000,36,029,009104,2,-666666666,62,829,-666666666.0,40,1250,0,427,421,6,427,31,1150,9,1250,2013
175800,36,029,009104,3,922,354,1280,20.6,106,1545,31,721,598,92,690,101,1326,147,1545,2013
165300,36,029,009106,1,-666666666,218,713,-666666666.0,53,916,21,378,347,10,357,58,773,99,916,2013
140000,36,029,009106,2,911,376,1306,28.2,24,2204,67,847,514,266,780,24,1793,260,2204,2013
168400,36,029,009107,1,823,393,841,30.6,460,1505,58,457,201,198,399,351,1152,7,1505,2013
124400,36,029,009107,2,790,145,804,14.5,200,1330,76,502,145,281,426,52,836,285,1330,2013
140200,36,029,009107,3,693,446,1227,25.7,354,1948,28,863,270,565,835,194,1501,178,1948,2013
151600,36,029,009107,4,739,213,526,19.5,6,710,0,302,182,120,302,31,679,0,710,2013
169800,36,029,009109,1,769,255,907,23.2,297,1467,81,651,361,209,570,23,1067,2,1467,2013
150300,36,029,009109,2,831,397,1115,50.0,109,1659,46,711,576,89,665,54,1458,5,1659,2013
-666666666,36,029,009110,1,-666666666,0,153,-666666666.0,0,0,4,4,0,0,0,496,3484,538,5620,2013
156300,36,029,009112,1,645,1119,2492,34.7,595,2549,107,1551,436,1008,1444,151,2695,192,3124,2013
176900,36,029,009113,1,-666666666,157,1407,24.4,0,2016,40,713,630,43,673,102,1748,96,2016,2013
220600,36,029,009113,2,-666666666,241,1960,-666666666.0,153,2644,0,1100,1071,29,1100,84,2441,131,2644,2013
226500,36,029,009113,3,1166,277,1628,21.1,41,2394,0,786,721,65,786,13,2198,28,2394,2013
210300,36,029,009114,1,-666666666,105,930,-666666666.0,13,1281,16,475,459,0,459,48,1113,42,1281,2013
110400,36,029,009114,2,857,257,1128,23.9,190,1353,81,795,525,189,714,172,940,59,1353,2013
181700,36,029,009114,3,1375,183,874,25.0,10,1294,24,536,477,35,512,9,1190,29,1294,2013
85300,36,029,009115,1,854,108,1095,36.5,1032,2191,64,1026,347,615,962,42,1716,219,2336,2013
105200,36,029,009115,2,860,175,835,29.6,411,1181,23,760,392,345,737,19,824,78,1181,2013
187200,36,029,009116,1,735,232,930,17.9,35,1254,0,474,324,150,474,39,1201,0,1254,2013
158800,36,029,009116,2,-666666666,168,695,-666666666.0,33,1014,0,334,334,0,334,43,970,0,1014,2013
163200,36,029,009116,3,717,213,511,34.6,112,840,59,484,49,376,425,32,398,247,840,2013
211400,36,029,009116,4,905,327,1322,41.8,694,2372,0,971,450,521,971,51,1855,186,2372,2013
131200,36,029,009200,1,646,296,894,50.0,181,1170,57,629,472,100,572,143,855,172,1170,2013
106600,36,029,009200,2,-666666666,241,737,-666666666.0,15,1033,0,415,370,45,415,0,1033,0,1033,2013
110700,36,029,009200,3,808,321,804,24.8,210,1029,81,669,120,468,588,0,987,0,1150,2013
129500,36,029,009200,4,823,262,680,48.8,178,757,0,526,63,463,526,0,276,124,757,2013
109600,36,029,009301,1,567,232,626,45.8,64,979,0,470,330,140,470,41,802,153,979,2013
93000,36,029,009301,2,-666666666,124,491,-666666666.0,68,644,13,338,266,59,325,17,509,101,644,2013
76800,36,029,009301,3,609,183,1055,35.0,394,1354,139,759,215,405,620,18,556,67,1354,2013
134400,36,029,009301,4,624,51,586,50.0,0,772,0,348,276,72,348,0,655,96,772,2013
97700,36,029,009301,5,279,152,558,40.5,393,1115,86,607,129,392,521,0,477,596,1115,2013
84000,36,029,009302,1,798,371,779,22.8,104,986,32,466,310,124,434,42,776,125,986,2013
102400,36,029,009302,2,895,262,805,31.4,90,1249,10,523,433,80,513,8,948,203,1249,2013
103300,36,029,009302,3,655,168,402,31.3,154,542,0,208,158,50,208,4,560,10,630,2013
122700,36,029,009401,1,775,260,952,29.9,340,1538,71,854,318,465,783,36,1722,121,2193,2013
154600,36,029,009401,2,-666666666,42,929,-666666666.0,0,1369,0,503,477,26,503,0,1125,117,1369,2013
163300,36,029,009401,3,609,148,521,25.3,13,586,0,357,242,115,357,0,511,0,586,2013
114600,36,029,009401,4,-666666666,120,592,-666666666.0,178,1022,0,324,291,33,324,3,985,37,1022,2013
168700,36,029,009401,5,-666666666,141,546,-666666666.0,15,776,0,325,293,32,325,12,753,23,776,2013
170800,36,029,009402,1,-666666666,159,708,-666666666.0,56,841,9,411,384,18,402,29,789,23,841,2013
170700,36,029,009402,2,684,193,839,19.5,38,1117,0,541,283,258,541,54,1090,1,1117,2013
219300,36,029,009402,3,1419,100,841,26.0,25,1125,36,485,398,51,449,31,1070,0,1125,2013
182100,36,029,009402,4,-666666666,120,911,-666666666.0,17,1323,0,519,501,18,519,29,1243,38,1323,2013
189700,36,029,009501,1,-666666666,28,304,-666666666.0,73,485,49,213,164,0,164,0,350,117,485,2013
126700,36,029,009501,2,725,162,1505,12.1,119,1987,90,987,788,109,897,0,1624,329,1987,2013
167600,36,029,009501,3,877,216,1192,22.0,13,1677,0,706,636,70,706,19,1533,99,1677,2013
336500,36,029,009501,4,-666666666,77,552,-666666666.0,16,810,0,274,274,0,274,0,810,0,810,2013
133700,36,029,009502,1,754,341,1086,17.2,29,1331,0,625,449,176,625,0,1204,70,1331,2013
127500,36,029,009502,2,688,519,1458,26.9,84,1570,113,777,367,297,664,71,1606,162,1900,2013
131200,36,029,009502,3,-666666666,154,999,-666666666.0,0,1317,91,691,589,11,600,33,1285,0,1317,2013
167800,36,029,009502,4,-666666666,18,693,-666666666.0,25,971,0,357,357,0,357,0,921,0,971,2013
151200,36,029,009502,5,587,160,998,40.8,136,1529,0,586,467,119,586,46,1286,14,1547,2013
164700,36,029,009600,1,1152,343,1210,18.2,64,1622,15,748,377,356,733,152,1214,38,1622,2013
222100,36,029,009600,2,1345,487,1887,50.0,111,2296,130,1328,693,505,1198,28,2204,63,2333,2013
211700,36,029,009600,3,817,531,1853,30.2,179,1977,49,1210,320,841,1161,24,1878,135,2111,2013
110800,36,029,009701,1,730,505,1102,24.1,233,1600,35,730,393,302,695,67,1581,0,1600,2013
107500,36,029,009701,2,833,657,1165,23.4,1,1669,0,611,589,22,611,10,1602,0,1669,2013
98000,36,029,009702,1,850,349,828,22.5,40,1064,0,477,413,64,477,8,1015,0,1064,2013
99900,36,029,009702,2,-666666666,407,897,-666666666.0,43,1376,26,480,436,18,454,31,1283,16,1420,2013
101200,36,029,009702,3,711,409,751,50.0,64,998,0,481,428,53,481,2,989,0,998,2013
93400,36,029,009702,4,550,343,694,50.0,102,953,0,462,339,123,462,50,953,0,953,2013
97300,36,029,009800,1,577,352,745,42.3,161,992,46,511,325,140,465,22,992,0,992,2013
128900,36,029,009800,2,672,188,418,27.6,68,661,14,252,114,124,238,65,661,0,661,2013
77200,36,029,009900,1,467,563,1030,43.3,188,1335,36,592,431,125,556,0,1218,27,1335,2013
68100,36,029,009900,2,473,330,509,27.8,418,969,60,465,254,151,405,10,913,32,969,2013
73500,36,029,009900,3,569,736,1112,22.5,89,1327,77,728,462,189,651,0,1327,0,1327,2013
92900,36,029,010001,1,708,568,1361,23.5,142,1964,35,807,557,215,772,43,1845,83,1964,2013
91400,36,029,010001,2,545,384,814,25.5,46,1039,35,507,340,132,472,0,1052,0,1052,2013
105900,36,029,010002,1,585,858,1422,20.7,84,1854,116,978,592,270,862,59,1817,2,1854,2013
104000,36,029,010002,2,663,552,1094,23.9,88,1390,82,737,586,69,655,0,1347,32,1390,2013
29000,36,029,010002,3,-666666666,306,583,-666666666.0,36,635,46,467,405,16,421,0,635,0,635,2013
85500,36,029,010003,1,501,583,1262,32.8,127,1608,63,778,520,195,715,28,1432,53,1608,2013
117400,36,029,010003,2,682,415,875,28.8,154,1249,35,544,386,123,509,0,1165,26,1249,2013
98300,36,029,010003,3,470,245,584,34.0,260,1043,0,413,226,187,413,0,958,85,1043,2013
101600,36,029,010101,1,-666666666,107,450,-666666666.0,0,665,0,282,262,20,282,7,572,93,665,2013
84500,36,029,010101,2,861,573,1067,14.1,160,1522,74,745,554,117,671,31,1424,98,1522,2013
103000,36,029,010101,3,539,441,954,22.3,10,1296,89,601,417,95,512,0,1045,180,1296,2013
93700,36,029,010101,4,-666666666,356,818,-666666666.0,24,1164,0,456,435,21,456,11,941,232,1173,2013
93000,36,029,010102,1,636,426,880,30.9,86,1256,33,688,351,304,655,51,907,228,1278,2013
83800,36,029,010102,2,498,148,243,26.9,136,375,168,371,83,120,203,27,320,31,375,2013
60700,36,029,010102,3,508,506,1164,30.2,589,1979,90,859,238,531,769,296,1540,433,1979,2013
92700,36,029,010103,1,709,601,1512,18.6,335,2240,0,855,674,181,855,0,2177,37,2240,2013
88800,36,029,010103,2,717,261,762,24.1,50,1063,54,536,322,160,482,12,930,132,1063,2013
89800,36,029,010103,3,620,256,557,29.6,44,696,63,438,183,192,375,35,595,91,696,2013
101400,36,029,010201,1,-666666666,131,468,-666666666.0,13,564,46,358,300,12,312,0,548,0,564,2013
90100,36,029,010201,2,637,429,1118,21.8,140,1572,33,664,413,218,631,97,1294,167,1602,2013
89000,36,029,010201,3,-666666666,130,415,-666666666.0,138,733,0,277,255,22,277,0,226,457,733,2013
67600,36,029,010202,1,528,350,1062,50.0,557,2008,165,916,424,327,751,83,408,1442,2065,2013
96400,36,029,010202,2,-666666666,63,242,-666666666.0,0,226,85,198,85,28,113,45,399,213,763,2013
82600,36,029,010202,3,969,182,605,31.5,40,752,95,469,333,41,374,11,643,101,773,2013
69600,36,029,010300,1,516,152,384,46.6,210,574,47,296,93,156,249,44,199,209,574,2013
73800,36,029,010300,2,577,157,471,24.7,188,758,25,258,149,84,233,47,413,291,767,2013
69800,36,029,010400,1,576,404,994,31.7,385,1632,85,714,383,246,629,65,1239,272,1632,2013
63400,36,029,010400,2,486,120,373,28.0,144,674,5,346,119,222,341,48,405,141,674,2013
85400,36,029,010500,1,609,155,339,32.8,45,491,25,258,171,62,233,6,404,81,491,2013
87400,36,029,010500,2,522,197,520,44.9,105,998,0,396,271,125,396,27,668,263,1001,2013
78700,36,029,010500,3,534,251,612,36.1,98,824,82,471,266,123,389,0,475,314,824,2013
