Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
142700,36,029,014300,2,851,321,1022,40.9,173,1542,75,689,445,169,614,0,1519,0,1542,2015
130700,36,029,014300,3,-666666666,285,771,-666666666.0,34,1024,32,483,428,23,451,36,972,0,1024,2015
116700,36,029,014300,4,448,126,395,16.9,16,541,59,316,157,100,257,0,515,0,541,2015
112800,36,029,014300,5,453,458,1009,37.0,36,1487,0,583,477,106,583,0,1210,0,1487,2015
109300,36,029,014400,1,526,484,893,28.5,277,1204,113,753,267,373,640,27,1120,2,1220,2015
115900,36,029,014400,2,545,143,393,19.8,0,519,54,295,178,63,241,0,519,0,519,2015
123500,36,029,014400,3,531,219,746,20.9,103,1171,16,491,308,167,475,10,1181,0,1185,2015
95200,36,029,014400,4,654,449,929,23.8,98,1194,26,546,304,216,520,0,1210,0,1228,2015
139800,36,029,014501,1,500,753,1472,18.5,115,1930,18,826,718,90,808,38,1910,8,1954,2015
111800,36,029,014501,2,640,546,1101,33.1,188,1584,37,699,480,182,662,0,1552,0,1584,2015
59000,36,029,014502,1,474,262,448,24.0,337,820,124,537,52,361,413,0,820,0,820,2015
91200,36,029,014502,2,525,530,969,29.4,339,1549,10,691,393,288,681,173,1406,3,1549,2015
156700,36,029,014601,1,477,324,910,19.3,164,1271,0,619,298,321,619,0,1154,91,1271,2015
211100,36,029,014601,2,1294,184,1332,25.8,49,2063,42,837,561,234,795,25,1834,45,2063,2015
222000,36,029,014601,3,-666666666,76,510,-666666666.0,32,820,0,277,243,34,277,0,820,0,820,2015
163700,36,029,014601,4,,366,812,33.9,17,1000,0,446,405,41,446,65,986,0,1000,2015
302800,36,029,014603,1,1207,325,1724,24.2,19,2481,40,946,840,66,906,0,2115,12,2481,2015
237900,36,029,014603,2,-666666666,179,787,-666666666.0,9,1098,0,415,386,29,415,24,927,79,1098,2015
281700,36,029,014603,3,-666666666,53,525,-666666666.0,11,759,32,327,253,42,295,22,714,0,759,2015
367000,36,029,014604,1,-666666666,221,1609,-666666666.0,16,2712,45,850,771,34,805,34,2485,0,2712,2015
322600,36,029,014604,2,986,206,1683,48.2,62,2565,34,991,714,243,957,62,2272,39,2565,2015
400000,36,029,014604,3,808,293,1243,30.7,69,1935,0,599,502,97,599,57,1809,7,1935,2015
278800,36,029,014604,4,-666666666,75,634,-666666666.0,0,880,0,387,349,38,387,11,869,11,880,2015
185400,36,029,014701,1,1040,85,499,19.2,0,746,0,315,273,42,315,0,718,0,746,2015
314500,36,029,014701,2,-666666666,162,798,-666666666.0,77,1331,26,412,386,0,386,16,1322,9,1331,2015
227700,36,029,014701,3,491,729,2291,22.8,185,3331,40,1261,1111,110,1221,117,3139,29,3331,2015
202700,36,029,014702,1,433,155,751,25.9,113,1012,0,419,289,130,419,0,952,4,1017,2015
217900,36,029,014702,2,505,350,1322,25.5,249,1699,15,714,404,295,699,128,1821,72,1932,2015
300500,36,029,014702,3,-666666666,93,871,-666666666.0,14,1405,15,469,437,17,454,0,1317,0,1405,2015
108300,36,029,014702,4,940,449,1276,50.0,153,1551,39,765,656,70,726,12,1527,0,1551,2015
263800,36,029,014702,5,866,412,1711,21.7,10,2473,35,883,727,121,848,0,2141,3,2479,2015
122600,36,029,014801,1,497,404,871,18.4,70,1284,18,547,309,220,529,0,1220,1,1284,2015
122300,36,029,014801,2,477,361,977,22.9,69,1271,27,625,317,281,598,24,1217,0,1271,2015
182500,36,029,014803,1,588,258,684,34.6,0,1011,0,378,292,86,378,0,1011,0,1011,2015
157900,36,029,014803,2,-666666666,466,825,-666666666.0,47,1135,88,560,458,14,472,0,1113,14,1135,2015
118800,36,029,014803,3,488,709,1401,12.9,32,1826,0,790,707,83,790,0,1737,28,1826,2015
157000,36,029,014803,4,650,719,1480,30.9,122,2126,31,885,764,90,854,18,2034,63,2126,2015
141000,36,029,014901,1,548,391,1000,25.6,125,1339,17,632,396,219,615,0,1323,21,1344,2015
95500,36,029,014901,2,613,363,886,30.5,164,1246,53,630,379,198,577,30,1214,5,1246,2015
157800,36,029,014903,1,-666666666,370,1032,-666666666.0,169,1564,35,578,510,33,543,19,1498,0,1564,2015
163800,36,029,014903,2,-666666666,207,427,-666666666.0,61,504,0,201,190,11,201,0,470,34,504,2015
167300,36,029,014903,3,761,919,1952,35.7,162,2781,84,1145,831,230,1061,17,2684,0,2781,2015
179300,36,029,014903,4,-666666666,256,621,-666666666.0,0,874,11,325,314,0,314,0,874,0,874,2015
-666666666,36,029,014904,1,-666666666,1269,1700,-666666666.0,0,0,12,12,0,0,0,245,833,966,2069,2015
168900,36,029,015001,1,-666666666,640,1394,-666666666.0,212,1993,32,802,708,62,770,39,1993,0,1993,2015
210100,36,029,015001,2,535,634,1869,40.5,9,2757,0,988,939,49,988,15,2757,0,2757,2015
146600,36,029,015001,3,-666666666,173,406,-666666666.0,0,595,43,284,230,11,241,0,595,0,595,2015
161800,36,029,015002,1,556,506,1587,28.9,153,2263,27,962,849,86,935,26,2235,0,2263,2015
201500,36,029,015002,2,-666666666,279,565,-666666666.0,0,767,60,344,273,11,284,27,608,0,767,2015
162500,36,029,015003,1,529,765,1618,26.4,182,2265,22,1006,887,97,984,0,2233,0,2280,2015
125300,36,029,015003,2,477,398,831,14.7,177,1079,30,471,300,141,441,52,1108,1,1123,2015
175000,36,029,015101,1,570,501,1178,36.7,201,1707,54,711,556,101,657,0,1677,0,1707,2015
202800,36,029,015101,2,507,213,502,25.7,8,607,31,326,245,50,295,0,602,0,607,2015
172400,36,029,015101,3,-666666666,337,713,-666666666.0,17,956,35,388,332,21,353,0,946,2,956,2015
156000,36,029,015102,1,531,526,1100,13.9,52,1547,28,571,473,70,543,11,1549,0,1565,2015
138100,36,029,015102,2,854,459,869,29.6,110,1229,34,520,429,57,486,24,1226,0,1229,2015
208300,36,029,015201,1,470,350,751,16.9,29,964,0,415,358,57,415,0,964,0,964,2015
174800,36,029,015201,2,619,546,1572,42.5,110,2086,31,831,752,48,800,55,2039,55,2102,2015
206700,36,029,015202,1,-666666666,380,1316,-666666666.0,4,1728,41,744,666,37,703,0,1766,0,1766,2015
145500,36,029,015202,2,629,551,1200,31.5,41,1463,34,703,396,273,669,0,1463,0,1463,2015
154600,36,029,015202,3,720,275,1107,24.7,100,1734,76,743,506,161,667,20,1728,6,1734,2015
120500,36,029,015301,1,435,319,772,27.1,94,1017,15,472,343,114,457,0,1053,0,1054,2015
156800,36,029,015301,2,-666666666,584,1191,-666666666.0,74,1568,37,644,559,48,607,32,1574,0,1580,2015
168500,36,029,015301,3,450,515,1524,32.5,43,2217,70,877,747,60,807,23,2211,4,2217,2015
178700,36,029,015302,1,-666666666,163,611,-666666666.0,4,832,41,349,287,21,308,17,832,0,832,2015
156300,36,029,015302,2,,535,961,22.9,65,1157,0,516,381,135,516,11,1157,0,1157,2015
166100,36,029,015302,3,-666666666,312,653,-666666666.0,42,843,10,348,338,0,338,0,851,0,851,2015
108600,36,029,015401,1,757,347,1017,27.7,67,1515,45,669,471,153,624,0,1482,21,1515,2015
91300,36,029,015401,2,613,379,726,22.5,177,1030,8,447,378,61,439,0,1030,0,1030,2015
137600,36,029,015402,1,711,344,837,13.5,81,1088,136,632,439,57,496,62,1068,0,1088,2015
152800,36,029,015402,2,-666666666,195,460,-666666666.0,149,788,50,283,233,0,233,0,788,0,788,2015
119200,36,029,015402,3,-666666666,389,1047,-666666666.0,162,1506,39,664,625,0,625,68,1449,0,1506,2015
103500,36,029,015402,4,410,759,1347,37.6,310,1770,56,768,573,139,712,23,1718,0,1770,2015
107400,36,029,015501,1,508,577,1284,35.6,209,1858,124,921,560,237,797,42,1719,38,1858,2015
116400,36,029,015503,1,447,462,935,24.1,146,1280,117,645,447,81,528,8,1172,19,1280,2015
82900,36,029,015503,2,593,491,1006,37.8,112,1255,71,706,486,149,635,6,1221,3,1255,2015
82100,36,029,015504,1,850,504,861,38.0,181,1167,110,616,446,60,506,25,1117,0,1167,2015
132500,36,029,015504,2,-666666666,381,1004,-666666666.0,139,1323,169,745,505,71,576,18,1304,1,1323,2015
97700,36,029,015504,3,-666666666,201,312,-666666666.0,10,407,28,214,175,11,186,0,407,0,407,2015
96500,36,029,015504,4,620,308,831,23.0,43,1331,113,602,426,63,489,20,1281,0,1331,2015
110800,36,029,015600,1,526,462,938,24.9,129,1247,135,673,420,118,538,7,1200,11,1247,2015
135400,36,029,015600,2,420,282,607,27.4,99,924,27,367,280,60,340,96,759,0,924,2015
141100,36,029,015700,1,-666666666,413,796,-666666666.0,31,1015,7,398,362,29,391,9,1028,8,1036,2015
120800,36,029,015700,2,-666666666,265,595,-666666666.0,99,801,32,324,274,18,292,0,834,0,853,2015
96300,36,029,015700,3,536,199,503,28.6,18,685,26,283,230,27,257,0,671,7,685,2015
105700,36,029,015700,4,506,284,562,24.8,50,939,40,375,176,159,335,0,904,0,939,2015
169500,36,029,015800,1,,672,1523,24.3,116,2184,116,1016,755,145,900,0,2127,0,2184,2015
127600,36,029,015800,2,332,766,1528,29.2,92,2035,82,987,831,74,905,0,2026,9,2035,2015
107700,36,029,015900,1,502,962,1636,27.9,394,2294,0,1022,559,463,1022,13,2288,44,2368,2015
126800,36,029,015900,2,593,599,1513,30.4,181,1833,40,911,572,299,871,95,1795,27,1960,2015
-666666666,36,029,016100,1,-666666666,1773,2353,-666666666.0,5,40,0,4,4,0,4,450,1175,985,2659,2015
86900,36,029,016200,1,469,445,826,31.9,131,952,89,604,291,224,515,149,823,127,1094,2015
97900,36,029,016200,2,442,317,730,22.1,53,939,0,453,395,58,453,21,862,44,958,2015
29100,36,029,016300,1,510,385,599,50.0,338,942,36,406,177,193,370,201,783,0,942,2015
34600,36,029,016300,2,547,231,405,50.0,325,710,55,306,104,147,251,0,445,265,710,2015
42700,36,029,016300,3,402,390,603,24.9,203,922,129,524,197,198,395,114,837,5,922,2015
-666666666,36,029,016400,1,243,253,503,25.0,316,731,66,560,0,494,494,85,97,581,731,2015
37100,36,029,016400,2,388,301,432,27.8,164,704,207,512,110,195,305,0,613,91,704,2015
51100,36,029,016400,3,450,256,446,50.0,122,530,48,331,136,147,283,53,213,201,530,2015
89600,36,029,016400,4,573,307,547,40.3,315,1081,23,346,143,180,323,489,146,552,1081,2015
290000,36,029,016500,1,821,481,1214,22.5,308,1081,211,894,36,647,683,188,1036,390,1561,2015
,36,029,016600,1,449,346,429,50.0,121,729,122,397,174,101,275,0,11,625,729,2015
18400,36,029,016600,2,397,221,281,48.0,155,413,50,270,100,120,220,0,0,413,413,2015
32500,36,029,016600,3,-666666666,203,326,-666666666.0,72,403,24,236,186,26,212,0,15,388,403,2015
49700,36,029,016600,4,488,332,650,46.8,365,1001,121,538,125,292,417,10,35,993,1028,2015
66900,36,029,016700,1,,228,435,34.2,110,687,68,375,221,86,307,15,671,0,699,2015
60600,36,029,016700,2,347,268,445,27.8,30,525,58,385,200,127,327,8,513,0,525,2015
64300,36,029,016700,3,456,392,619,50.0,239,848,87,468,259,122,381,198,782,32,848,2015
26400,36,029,016800,1,564,191,476,42.3,327,744,252,568,164,152,316,19,23,731,757,2015
60600,36,029,016800,2,447,364,846,30.5,631,1416,211,841,149,481,630,153,103,1273,1428,2015
51800,36,029,016800,3,337,294,403,39.4,168,532,144,436,71,221,292,0,0,478,532,2015
57400,36,029,016800,4,514,290,560,47.3,170,827,215,560,146,199,345,57,37,793,877,2015
279800,36,029,016900,1,755,30,796,22.5,129,1047,139,648,219,290,509,22,1025,13,1047,2015
168300,36,029,016900,2,775,20,482,35.9,141,553,0,416,182,234,416,9,439,40,553,2015
80300,36,029,016900,3,708,208,738,36.0,156,1046,113,585,197,275,472,131,526,372,1152,2015
,36,029,016900,4,526,139,314,34.3,228,488,131,329,82,116,198,21,484,373,984,2015
44700,36,029,017000,1,513,320,668,50.0,176,1008,108,574,275,191,466,28,22,968,1008,2015
44200,36,029,017000,2,535,674,1271,45.3,597,1795,194,888,331,363,694,13,109,1660,1877,2015
,36,029,017100,1,522,345,439,50.0,819,1114,72,418,111,235,346,436,197,399,1114,2015
,36,029,017100,2,655,368,576,25.6,675,1089,72,340,108,160,268,177,86,678,1106,2015
60700,36,029,017100,3,591,381,532,44.8,815,1106,124,508,58,326,384,364,383,308,1106,2015
40600,36,029,017100,4,492,319,596,50.0,653,1168,40,328,146,142,288,131,384,204,1168,2015
29400,36,029,017100,5,482,381,670,28.0,402,927,105,342,79,158,237,316,513,211,1084,2015
74000,36,029,017200,1,502,259,469,12.1,21,618,0,293,189,104,293,11,614,0,651,2015
77500,36,029,017200,2,460,185,392,50.0,327,517,26,351,66,259,325,81,517,0,517,2015
82900,36,029,017200,3,605,350,804,20.1,140,1100,69,531,302,160,462,0,1082,0,1100,2015
154400,36,029,017300,1,-666666666,561,1765,-666666666.0,58,2651,0,936,923,13,936,64,2582,0,2651,2015
138300,36,029,017300,2,-666666666,234,644,-666666666.0,86,802,44,478,387,47,434,3,793,23,847,2015
153300,36,029,017300,3,917,579,1874,50.0,74,2456,91,1155,907,157,1064,23,2423,0,2456,2015
129500,36,029,017300,4,592,206,816,28.8,76,1073,0,411,298,113,411,0,1073,0,1073,2015
65300,36,029,017400,1,418,472,817,50.0,722,1376,106,573,226,241,467,124,991,268,1409,2015
56400,36,029,017400,2,566,465,729,19.5,256,1173,0,435,315,120,435,236,875,35,1173,2015
58600,36,029,017400,3,404,323,458,29.3,408,906,59,347,76,212,288,256,252,523,906,2015
-666666666,36,029,017400,4,309,181,328,25.3,475,732,0,317,6,311,317,19,58,610,732,2015
89500,36,029,017501,1,495,214,439,29.1,121,567,12,303,220,71,291,0,535,0,572,2015
81800,36,029,017501,2,475,358,617,30.4,171,856,47,422,201,174,375,0,704,8,856,2015
118200,36,029,017502,1,431,454,954,17.6,204,1244,65,539,412,62,474,0,1244,0,1244,2015
116000,36,029,017502,2,438,512,913,17.3,70,1217,56,531,434,41,475,0,1188,7,1217,2015
82300,36,029,940000,1,258,365,691,22.7,315,1218,79,523,342,102,444,71,90,0,1229,2015
78800,36,029,940000,2,-666666666,230,384,-666666666.0,202,533,89,336,198,49,247,3,23,3,533,2015
-666666666,36,029,940100,1,-666666666,5,5,-666666666.0,0,18,0,3,3,0,3,0,0,0,18,2015
-666666666,36,029,990000,0,-666666666,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,2015
182600,36,029,009009,1,-666666666,168,1083,-666666666.0,50,1402,0,540,540,0,540,0,1174,102,1402,2015
212700,36,029,009009,2,1257,704,2680,34.1,117,3712,0,1584,1214,370,1584,30,3039,32,3712,2015
247900,36,029,009010,1,1257,257,1929,29.7,126,2837,0,1024,841,183,1024,58,2475,76,2837,2015
248300,36,029,009010,2,715,436,1874,28.1,454,3152,0,1056,835,221,1056,180,2543,146,3162,2015
206400,36,029,009104,1,-666666666,201,1005,-666666666.0,17,1581,0,568,555,13,568,0,1434,7,1581,2015
219000,36,029,009104,2,-666666666,83,932,-666666666.0,44,1331,0,493,486,7,493,70,1257,8,1331,2015
173400,36,029,009104,3,958,382,1149,23.3,129,1400,8,662,571,83,654,65,1355,27,1400,2015
165300,36,029,009106,1,-666666666,188,699,-666666666.0,58,906,23,379,341,15,356,51,763,109,906,2015
143100,36,029,009106,2,986,429,1322,32.3,194,2301,29,861,528,304,832,27,1969,160,2301,2015
163600,36,029,009107,1,840,325,867,50.0,484,1565,70,524,278,176,454,478,965,222,1565,2015
132100,36,029,009107,2,831,174,789,28.7,358,1381,18,480,203,259,462,26,901,298,1381,2015
145200,36,029,009107,3,686,437,1200,25.4,284,1881,0,884,348,536,884,14,1452,322,1881,2015
145700,36,029,009107,4,921,124,373,16.4,0,444,0,259,183,76,259,30,414,0,444,2015
169800,36,029,009109,1,748,336,865,30.8,172,1328,69,569,365,135,500,32,1033,11,1328,2015
158000,36,029,009109,2,828,377,1184,47.5,114,1811,26,769,580,163,743,0,1575,31,1811,2015
-666666666,36,029,009110,1,-666666666,0,254,-666666666.0,7,7,5,7,0,2,2,500,3380,528,5793,2015
149500,36,029,009112,1,669,1093,2615,35.8,591,2703,98,1654,443,1113,1556,52,2702,194,3164,2015
205800,36,029,009113,1,-666666666,135,1240,24.0,0,1889,0,624,562,62,624,127,1660,123,1889,2015
230400,36,029,009113,2,-666666666,252,1975,-666666666.0,163,2621,0,1111,1064,47,1111,43,2357,148,2621,2015
228200,36,029,009113,3,1179,233,1580,20.0,76,2264,42,870,768,60,828,47,1916,19,2264,2015
219400,36,029,009114,1,-666666666,140,1079,-666666666.0,88,1492,17,537,520,0,520,37,1360,0,1492,2015
131300,36,029,009114,2,959,172,1075,23.0,220,1436,67,696,459,170,629,89,927,48,1436,2015
192100,36,029,009114,3,-666666666,226,959,-666666666.0,13,1368,22,558,507,29,536,10,1278,20,1368,2015
82500,36,029,009115,1,881,247,1256,45.2,1453,2650,66,1143,328,749,1077,92,1571,371,2828,2015
103600,36,029,009115,2,880,157,775,46.2,485,1163,37,727,337,353,690,7,640,122,1163,2015
203900,36,029,009116,1,749,184,906,19.5,88,1228,0,491,280,211,491,52,1173,2,1228,2015
167500,36,029,009116,2,-666666666,64,650,-666666666.0,29,1009,41,353,298,14,312,0,971,0,1009,2015
113300,36,029,009116,3,725,230,527,41.9,189,947,39,490,45,406,451,74,332,306,947,2015
202900,36,029,009116,4,963,317,1369,42.0,502,2314,38,949,405,506,911,0,1825,66,2314,2015
140200,36,029,009200,1,618,249,807,26.9,151,1044,61,614,439,114,553,105,880,48,1044,2015
111500,36,029,009200,2,-666666666,223,616,-666666666.0,91,823,0,398,372,26,398,0,823,0,823,2015
109000,36,029,009200,3,818,191,587,50.0,328,783,108,662,110,444,554,0,516,73,783,2015
-666666666,36,029,009200,4,903,183,708,34.8,198,837,0,474,25,449,474,0,286,50,837,2015
111800,36,029,009301,1,593,232,630,50.0,127,986,0,480,326,154,480,29,773,144,986,2015
93500,36,029,009301,2,-666666666,171,487,-666666666.0,58,741,13,348,240,95,335,0,425,243,741,2015
78100,36,029,009301,3,639,126,1003,44.6,540,1434,72,779,234,473,707,22,551,141,1434,2015
147100,36,029,009301,4,-666666666,50,576,-666666666.0,0,765,0,291,280,11,291,16,538,159,765,2015
98500,36,029,009301,5,408,258,655,35.8,489,1313,40,607,111,456,567,0,837,476,1313,2015
100400,36,029,009302,1,791,254,697,34.8,87,974,10,447,298,139,437,29,749,118,974,2015
107500,36,029,009302,2,625,198,743,15.2,82,1152,12,506,441,53,494,0,967,126,1152,2015
86800,36,029,009302,3,661,193,413,31.3,169,513,0,227,156,71,227,7,524,19,600,2015
141900,36,029,009401,1,788,169,744,24.9,288,1173,0,665,286,379,665,74,1421,84,1712,2015
207100,36,029,009401,2,1384,47,1040,50.0,57,1544,0,559,520,39,559,55,1418,0,1544,2015
138400,36,029,009401,3,602,164,634,19.9,0,867,38,425,304,83,387,0,641,108,867,2015
126200,36,029,009401,4,-666666666,151,723,-666666666.0,160,1134,0,367,337,30,367,0,1068,81,1149,2015
162600,36,029,009401,5,-666666666,187,535,-666666666.0,36,728,0,297,258,39,297,10,693,25,728,2015
181400,36,029,009402,1,-666666666,156,592,-666666666.0,74,737,20,379,350,9,359,24,649,71,737,2015
154400,36,029,009402,2,681,170,799,20.7,33,1047,7,557,326,224,550,59,1039,0,1047,2015
232700,36,029,009402,3,1742,90,920,18.7,44,1314,23,523,453,47,500,42,1269,29,1338,2015
189500,36,029,009402,4,-666666666,60,810,-666666666.0,9,1120,8,465,448,9,457,41,1027,13,1120,2015
170400,36,029,009501,1,-666666666,32,301,-666666666.0,133,542,0,171,156,15,171,0,297,197,542,2015
138500,36,029,009501,2,720,201,1529,16.8,56,1941,28,963,826,109,935,0,1403,538,1941,2015
163300,36,029,009501,3,894,239,1216,20.6,0,1628,0,759,684,75,759,12,1458,108,1628,2015
299000,36,029,009501,4,-666666666,101,610,-666666666.0,13,939,0,306,290,16,306,0,929,10,939,2015
128400,36,029,009502,1,759,276,966,14.8,61,1169,0,512,358,154,512,0,1143,26,1190,2015
137300,36,029,009502,2,720,421,1501,24.1,48,1675,117,854,440,297,737,41,1654,56,1929,2015
136200,36,029,009502,3,635,152,932,12.5,40,1227,33,636,558,45,603,53,1153,42,1227,2015
159200,36,029,009502,4,-666666666,53,631,-666666666.0,23,863,0,339,339,0,339,11,817,0,863,2015
159800,36,029,009502,5,735,110,973,31.5,187,1455,50,687,447,190,637,62,1407,15,1466,2015
166700,36,029,009600,1,1296,347,1163,21.8,334,1707,0,722,388,334,722,159,1378,35,1707,2015
233700,36,029,009600,2,1340,607,2148,50.0,189,2592,52,1432,834,546,1380,27,2470,43,2644,2015
236500,36,029,009600,3,834,578,1807,31.9,210,1946,43,1219,282,894,1176,19,1787,199,2084,2015
111700,36,029,009701,1,757,462,1073,24.3,153,1463,129,783,371,283,654,15,1379,48,1463,2015
111100,36,029,009701,2,-666666666,586,1147,-666666666.0,0,1485,8,627,602,17,619,0,1398,34,1485,2015
105400,36,029,009702,1,865,463,1014,29.5,10,1294,0,602,470,132,602,10,1276,0,1294,2015
105600,36,029,009702,2,-666666666,400,802,-666666666.0,56,1074,22,465,443,0,443,6,973,43,1111,2015
106400,36,029,009702,3,716,387,798,46.8,43,1042,0,438,407,31,438,18,1033,0,1042,2015
98700,36,029,009702,4,595,308,806,33.2,111,1198,0,457,345,112,457,64,1160,0,1198,2015
105100,36,029,009800,1,553,411,761,29.2,191,1047,47,513,322,144,466,36,1047,0,1047,2015
131300,36,029,009800,2,700,202,439,26.8,28,680,15,268,151,102,253,60,670,0,680,2015
71300,36,029,009900,1,467,478,1115,23.8,61,1497,44,686,548,94,642,0,1424,63,1497,2015
79100,36,029,009900,2,485,295,538,41.9,271,808,53,421,229,139,368,41,707,40,808,2015
71000,36,029,009900,3,576,611,1087,21.8,77,1319,85,758,431,242,673,25,1319,0,1319,2015
97200,36,029,010001,1,680,586,1377,28.4,149,1885,32,825,614,179,793,55,1832,0,1885,2015
97000,36,029,010001,2,541,331,848,18.4,74,1075,0,505,380,125,505,21,1059,7,1093,2015
104600,36,029,010002,1,601,767,1493,25.5,144,1762,74,974,606,294,900,65,1639,59,1762,2015
107400,36,029,010002,2,609,572,1081,46.4,93,1411,62,722,559,101,660,0,1353,44,1411,2015
27200,36,029,010002,3,940,423,728,22.0,72,888,0,516,447,69,516,0,849,0,888,2015
90400,36,029,010003,1,551,585,1357,28.9,130,1875,65,858,557,236,793,68,1601,123,1875,2015
119600,36,029,010003,2,697,453,844,24.4,113,1225,10,547,397,140,537,0,1032,126,1225,2015
111000,36,029,010003,3,474,225,454,33.9,131,710,0,337,182,155,337,0,710,0,710,2015
111200,36,029,010101,1,-666666666,176,633,-666666666.0,0,893,0,380,380,0,380,0,836,57,893,2015
87200,36,029,010101,2,817,420,932,30.2,64,1345,68,685,487,130,617,35,1229,80,1345,2015
102500,36,029,010101,3,832,314,791,16.6,48,1017,100,553,407,46,453,0,788,191,1017,2015
90800,36,029,010101,4,-666666666,421,820,-666666666.0,37,1076,0,487,457,30,487,49,815,233,1087,2015
96200,36,029,010102,1,610,403,855,30.5,100,1234,66,727,310,351,661,51,883,187,1256,2015
94000,36,029,010102,2,519,216,374,38.2,194,551,63,345,96,186,282,29,377,149,551,2015
64400,36,029,010102,3,501,423,1080,29.0,570,1864,97,884,207,580,787,303,1285,488,1864,2015
