Total Median Housing values (DOLLARS),state,county,tract,block group,Total Median contract rent (DOLLARS),Total Population 25 years and older that have less than a college education,Total Population that is 25 years and older ,Total Median Gross Rent As A Percentage Of Household Income In The Past 12 Months (Dollars),Total below povery line (population whose poverty level is determined),Total Population for whom poverty status is determined,Total Number of Vacant Housing Units,Total Number of Housing Units,Total Number of Owner per housing unit,Total Number of Renter per housing unit,Total Number of Occupied Housing Units,Total number of person(only Hisapnic),Total number of person(only White),Total number of person(only Black or African American),Total population,Year
160600,36,029,006800,3,768,194,705,31.4,169,943,52,606,228,326,554,103,802,91,943,2017
202300,36,029,006800,1,772,51,717,22.8,87,779,0,562,145,417,562,12,712,0,779,2017
98500,36,029,007000,3,506,316,525,39.6,218,839,67,408,101,240,341,209,481,260,983,2017
118800,36,029,007000,2,426,268,503,32.8,280,816,83,470,125,262,387,254,490,169,824,2017
67100,36,029,007000,1,508,450,582,50.0,993,1332,135,556,152,269,421,570,320,594,1332,2017
260400,36,029,007101,1,411,186,300,28.0,113,458,114,360,35,211,246,248,187,78,458,2017
-666666666,36,029,007101,2,244,370,480,35.5,552,789,37,514,25,452,477,526,255,169,789,2017
95500,36,029,007101,3,397,411,776,36.0,556,1438,60,602,210,332,542,894,514,194,1438,2017
-666666666,36,029,007101,4,404,184,392,29.4,276,699,44,360,26,290,316,530,488,70,699,2017
107000,36,029,010003,3,625,152,500,35.9,0,704,27,294,195,72,267,0,598,106,704,2017
89400,36,029,010102,2,536,132,287,37.1,164,530,23,295,72,200,272,0,349,159,530,2017
101100,36,029,010102,1,676,268,830,30.7,119,1194,46,702,319,337,656,64,746,264,1208,2017
67900,36,029,010102,3,530,750,1305,30.8,707,1972,75,977,252,650,902,129,1150,602,1981,2017
349400,36,029,014702,3,-666666666,144,944,-666666666.0,14,1604,51,549,498,0,498,0,1538,0,1604,2017
107600,36,029,014502,2,605,453,1005,28.3,327,1527,9,657,351,297,648,134,1395,0,1527,2017
76700,36,029,014502,1,514,242,514,22.1,51,811,154,595,48,393,441,0,811,0,811,2017
208200,36,029,014702,2,527,354,1172,27.6,176,1466,15,626,365,246,611,23,1677,22,1699,2017
137600,36,029,014300,1,-666666666,237,1098,-666666666.0,19,1419,0,592,568,24,592,0,1469,1,1486,2017
139400,36,029,014300,3,-666666666,330,776,-666666666.0,0,927,50,489,414,25,439,0,861,19,936,2017
185100,36,029,012902,1,444,296,1231,13.3,79,1616,37,672,557,78,635,30,1558,30,1616,2017
113500,36,029,014300,5,494,359,692,34.9,222,1113,0,457,374,83,457,0,1113,0,1113,2017
128100,36,029,014300,4,477,209,509,19.0,0,703,47,430,183,200,383,24,681,0,703,2017
169900,36,029,015003,1,546,755,1683,27.3,192,2459,88,1134,875,171,1046,0,2419,0,2481,2017
254200,36,029,006302,3,833,90,468,31.1,182,612,14,309,123,172,295,0,542,0,612,2017
122900,36,029,015003,2,-666666666,352,701,21.0,100,894,12,433,288,133,421,31,901,0,901,2017
170600,36,029,015800,1,610,816,1578,26.2,114,2124,101,960,711,148,859,0,2088,0,2132,2017
137900,36,029,015800,2,340,642,1534,27.2,136,2085,93,999,809,97,906,0,2066,11,2085,2017
131300,36,029,010807,2,-666666666,202,421,-666666666.0,0,451,0,266,266,0,266,0,391,11,451,2017
123200,36,029,010807,3,688,409,651,27.0,55,772,46,442,213,183,396,90,682,26,772,2017
363200,36,029,006302,1,888,96,657,29.1,39,914,125,484,192,167,359,58,779,80,914,2017
181700,36,029,008600,5,661,161,579,44.4,154,609,0,535,44,491,535,0,543,51,609,2017
129400,36,029,010807,1,764,659,1571,28.8,352,2156,51,1056,522,483,1005,123,1716,230,2156,2017
123800,36,029,010807,4,804,625,1200,38.4,187,1661,50,751,444,257,701,0,1397,33,1661,2017
352400,36,029,006302,2,1018,146,969,23.0,144,1105,9,505,247,249,496,46,991,200,1208,2017
121100,36,029,007902,2,-666666666,97,352,-666666666.0,0,543,72,292,220,0,220,15,512,31,543,2017
120200,36,029,007902,1,-666666666,191,647,-666666666.0,58,756,49,401,328,24,352,0,717,29,756,2017
122900,36,029,007902,4,-666666666,222,684,-666666666.0,24,807,0,423,423,0,423,0,797,0,807,2017
127400,36,029,010803,1,580,376,1020,25.6,104,1299,11,584,507,66,573,33,1253,28,1307,2017
98500,36,029,010803,2,595,455,653,24.2,5,530,16,320,154,150,304,0,707,7,720,2017
74200,36,029,001100,1,522,459,916,33.3,268,1156,57,713,328,328,656,42,1081,24,1165,2017
76100,36,029,001100,2,553,252,399,50.0,75,532,53,300,131,116,247,40,484,17,532,2017
126100,36,029,004900,3,612,82,659,28.7,270,792,14,455,205,236,441,15,649,85,792,2017
-666666666,36,029,004900,4,917,359,487,20.2,74,723,14,288,59,215,274,179,437,55,723,2017
120000,36,029,004900,1,864,492,1223,27.2,379,1620,202,854,231,421,652,143,1248,66,1620,2017
138600,36,029,004900,5,638,435,1148,28.7,233,1390,13,643,237,393,630,157,1050,225,1390,2017
107200,36,029,009702,3,726,305,749,37.5,61,908,0,440,388,52,440,26,897,0,908,2017
121200,36,029,007902,6,-666666666,198,425,-666666666.0,31,632,0,246,239,7,246,0,632,0,632,2017
152400,36,029,004900,2,741,361,1031,24.8,142,1288,89,814,282,443,725,209,1063,16,1288,2017
53500,36,029,001100,3,625,389,614,33.3,289,1028,138,496,180,178,358,137,779,116,1028,2017
123500,36,029,008700,4,824,221,537,22.3,93,754,39,332,252,41,293,14,716,38,754,2017
131000,36,029,008700,5,707,157,790,22.9,44,963,71,581,328,182,510,86,963,0,963,2017
100900,36,029,008700,1,847,192,546,50.0,190,849,69,424,251,104,355,0,656,137,849,2017
120100,36,029,008700,3,702,272,897,38.1,159,1209,0,547,391,156,547,0,1208,1,1209,2017
111900,36,029,008800,1,652,230,571,22.8,20,861,0,326,251,75,326,0,698,163,861,2017
114500,36,029,010101,1,-666666666,165,591,-666666666.0,15,802,0,360,348,12,360,0,791,0,802,2017
104200,36,029,010101,2,816,434,904,40.5,64,1332,34,675,446,195,641,25,1133,179,1332,2017
140600,36,029,008002,1,663,48,567,26.5,52,925,0,395,250,145,395,20,924,58,982,2017
118500,36,029,008002,3,729,200,921,50.0,148,1277,18,653,486,149,635,17,1151,27,1277,2017
113200,36,029,008002,2,626,110,446,23.3,68,626,0,299,175,124,299,0,615,0,626,2017
122600,36,029,008002,4,-666666666,261,964,-666666666.0,67,1084,20,500,423,57,480,0,1084,0,1084,2017
138300,36,029,008002,5,-666666666,253,670,-666666666.0,91,906,19,416,358,39,397,0,888,18,906,2017
150100,36,029,008002,6,-666666666,107,554,-666666666.0,0,620,0,315,275,40,315,0,620,0,620,2017
48500,36,029,001500,2,443,496,665,50.0,383,876,152,592,155,285,440,1,25,812,876,2017
63300,36,029,001500,1,393,159,363,50.0,79,460,41,263,156,66,222,6,37,381,460,2017
69300,36,029,001900,1,625,496,920,39.8,241,1252,116,719,380,223,603,77,1128,78,1287,2017
63200,36,029,001900,3,358,178,299,19.9,46,385,52,238,153,33,186,0,336,49,385,2017
74200,36,029,001900,2,520,507,991,46.9,125,1362,59,652,503,90,593,127,1240,0,1362,2017
95600,36,029,004001,5,586,235,536,29.8,320,717,0,358,84,274,358,53,356,173,717,2017
66700,36,029,004001,3,533,377,606,50.0,610,1141,72,532,157,303,460,0,27,898,1141,2017
-666666666,36,029,004001,1,704,393,753,45.0,440,1121,82,613,180,351,531,0,25,1096,1121,2017
80600,36,029,004001,2,535,173,378,34.4,253,634,57,298,121,120,241,57,123,429,634,2017
-666666666,36,029,004001,4,616,275,450,50.0,511,803,71,397,156,170,326,136,82,602,803,2017
-666666666,36,029,004500,2,795,203,588,42.6,237,646,56,465,89,320,409,34,186,392,662,2017
97500,36,029,004500,1,720,173,654,40.2,69,702,123,606,263,220,483,17,556,84,702,2017
160900,36,029,004500,3,714,488,1340,14.5,22,1798,0,520,413,107,520,16,1737,42,1798,2017
331300,36,029,004500,4,696,179,803,50.0,84,954,0,335,209,126,335,0,817,116,954,2017
223100,36,029,004500,6,825,78,699,-666666666.0,160,852,0,383,246,137,383,89,756,0,852,2017
218500,36,029,004500,5,715,107,708,28.0,139,928,0,404,286,118,404,0,732,91,933,2017
179400,36,029,004601,3,910,116,646,42.1,331,1140,21,450,307,122,429,41,857,67,1140,2017
112500,36,029,008800,2,623,242,854,29.5,10,1093,50,580,417,113,530,67,1044,10,1093,2017
100300,36,029,008800,3,627,290,1147,31.2,231,1551,60,797,500,237,737,39,1238,258,1551,2017
157900,36,029,009107,2,910,191,696,47.7,353,1277,95,537,225,217,442,19,763,401,1277,2017
159400,36,029,009107,1,1014,267,821,50.0,671,1541,39,489,226,224,450,575,843,248,1541,2017
188500,36,029,009109,1,1037,340,958,50.0,162,1339,44,567,411,112,523,70,878,95,1339,2017
161100,36,029,009109,2,1052,342,1306,24.5,84,1869,55,797,647,95,742,8,1673,28,1869,2017
207600,36,029,009114,3,-666666666,228,965,-666666666.0,39,1367,27,525,481,17,498,13,1291,25,1367,2017
190900,36,029,009114,2,920,176,1094,22.6,177,1433,104,747,445,198,643,130,966,118,1433,2017
225300,36,029,009114,1,-666666666,135,1105,-666666666.0,120,1531,23,542,507,12,519,47,1411,0,1531,2017
114400,36,029,009200,2,-666666666,214,505,-666666666.0,49,698,88,434,320,26,346,0,660,38,698,2017
146400,36,029,009200,1,631,338,951,18.5,55,1390,94,721,499,128,627,0,1350,0,1390,2017
-666666666,36,029,009200,4,877,202,748,46.5,338,870,0,458,12,446,458,51,340,77,870,2017
85500,36,029,009200,3,906,280,856,50.0,401,1022,40,721,135,546,681,34,525,188,1022,2017
170800,36,029,009402,4,-666666666,77,804,-666666666.0,46,1170,18,504,470,16,486,19,1075,16,1170,2017
174000,36,029,009402,1,-666666666,138,589,-666666666.0,41,743,19,353,313,21,334,21,683,60,743,2017
161600,36,029,009402,2,733,130,707,23.2,40,874,8,526,293,225,518,31,778,50,874,2017
237300,36,029,009402,3,1688,94,1062,18.1,103,1592,11,599,543,45,588,41,1441,51,1620,2017
101200,36,029,010103,1,-666666666,639,1460,50.0,306,2016,0,800,699,101,800,0,1876,112,2016,2017
93400,36,029,010103,2,842,380,900,42.0,129,1272,45,546,438,63,501,10,1088,162,1272,2017
89300,36,029,010500,1,591,254,506,31.2,122,747,0,289,188,101,289,18,589,121,747,2017
102300,36,029,009702,4,626,400,829,40.0,205,1204,22,482,348,112,460,32,1165,6,1204,2017
106000,36,029,009702,2,339,386,853,17.2,71,1155,0,501,427,74,501,10,1094,52,1155,2017
117400,36,029,009702,1,844,398,999,32.6,12,1264,21,569,456,92,548,0,1248,0,1264,2017
115600,36,029,012901,1,823,285,537,14.8,13,663,0,340,225,115,340,22,663,0,663,2017
124800,36,029,012901,4,515,338,817,46.3,219,1166,13,463,329,121,450,104,1078,17,1166,2017
129900,36,029,012901,2,629,378,739,50.0,181,1187,42,531,301,188,489,32,1133,11,1187,2017
133300,36,029,012901,5,701,527,1067,26.2,428,1521,33,759,206,520,726,17,1337,58,1534,2017
147600,36,029,012901,3,832,814,1909,24.2,161,2466,59,1184,723,402,1125,99,2447,0,2481,2017
121000,36,029,014801,2,539,359,952,26.2,32,1276,0,606,322,284,606,0,1227,0,1276,2017
117800,36,029,014801,1,500,365,754,29.4,106,1169,28,524,326,170,496,38,1051,0,1169,2017
56400,36,029,000200,4,513,367,625,46.3,285,968,8,450,187,255,442,173,793,42,968,2017
63600,36,029,000200,2,433,263,519,35.3,403,889,68,405,147,190,337,208,562,45,897,2017
62300,36,029,000200,3,531,433,776,37.9,312,1235,64,562,260,238,498,49,1077,124,1235,2017
58700,36,029,000200,1,496,451,655,24.2,319,974,97,507,197,213,410,187,803,9,986,2017
51800,36,029,002400,3,474,275,680,21.3,241,903,78,475,234,163,397,54,838,10,903,2017
48500,36,029,002400,5,573,308,507,46.1,265,753,28,356,168,160,328,104,647,18,753,2017
56400,36,029,002400,6,447,285,369,27.6,179,522,65,314,135,114,249,0,467,16,522,2017
37100,36,029,002400,1,378,109,248,50.0,328,467,196,412,77,139,216,0,151,271,467,2017
20800,36,029,002400,2,400,169,267,49.0,145,355,64,249,75,110,185,31,181,80,355,2017
56800,36,029,002400,4,468,289,522,41.4,381,983,9,398,154,235,389,111,663,146,983,2017
75200,36,029,010500,3,567,216,502,50.0,93,756,71,453,221,161,382,50,538,162,764,2017
86400,36,029,010901,3,-666666666,348,637,-666666666.0,99,880,0,331,297,34,331,62,818,0,880,2017
94600,36,029,010901,1,-666666666,155,371,-666666666.0,23,468,45,296,241,10,251,7,435,7,468,2017
96200,36,029,010901,2,579,347,772,30.9,89,1097,0,534,476,58,534,15,1070,16,1097,2017
156000,36,029,011200,2,-666666666,255,671,-666666666.0,80,847,42,394,284,68,352,13,834,0,847,2017
144600,36,029,011200,3,537,344,890,16.7,40,1231,38,571,336,197,533,0,1231,0,1231,2017
171900,36,029,011200,1,410,1075,2804,28.1,152,3494,38,1687,1221,428,1649,36,3450,16,3494,2017
94600,36,029,011300,2,600,269,536,-666666666.0,79,581,45,329,216,68,284,0,581,0,581,2017
125500,36,029,011300,3,720,613,1374,31.7,204,1834,60,844,681,103,784,16,1715,0,1834,2017
97000,36,029,011300,1,619,787,1685,40.9,328,2062,100,1222,711,411,1122,41,1749,333,2100,2017
76100,36,029,004601,2,669,75,364,28.9,350,701,20,299,56,223,279,69,297,164,708,2017
78000,36,029,000800,2,522,435,992,22.1,187,1477,103,740,375,262,637,40,1408,70,1495,2017
141400,36,029,000800,4,-666666666,173,501,-666666666.0,56,666,0,258,231,27,258,0,662,4,666,2017
105500,36,029,000800,1,614,310,674,50.0,74,842,25,391,314,52,366,0,806,0,853,2017
55600,36,029,003000,1,687,177,401,44.0,179,679,25,345,103,217,320,24,175,463,679,2017
33400,36,029,003000,2,567,359,646,35.9,386,931,131,640,199,310,509,26,129,588,931,2017
54600,36,029,003000,3,588,260,577,43.8,389,897,122,378,161,95,256,11,97,679,897,2017
183700,36,029,009006,1,-666666666,149,788,-666666666.0,24,1078,0,481,451,30,481,0,870,236,1128,2017
248200,36,029,009006,3,-666666666,185,1072,-666666666.0,12,1570,26,623,558,39,597,26,1415,65,1570,2017
172100,36,029,009006,4,1035,319,1167,17.6,88,1590,39,731,455,237,692,61,1189,0,1590,2017
183400,36,029,009006,2,1128,258,1263,29.1,127,1643,42,790,387,361,748,60,1455,13,1643,2017
275800,36,029,009007,3,-666666666,284,1643,-666666666.0,80,2227,39,904,851,14,865,27,1999,41,2227,2017
297300,36,029,009007,1,-666666666,80,1276,-666666666.0,138,1794,0,641,617,24,641,25,1572,0,1794,2017
360100,36,029,009007,2,-666666666,40,1187,-666666666.0,26,1850,55,649,521,73,594,303,1528,78,1865,2017
91300,36,029,010003,1,628,488,1254,25.2,75,1630,98,927,509,320,829,49,1288,286,1630,2017
77100,36,029,004601,4,904,37,332,47.1,372,707,115,394,74,205,279,13,280,193,719,2017
101000,36,029,004601,1,604,108,430,10.0,125,629,0,262,227,35,262,165,283,258,629,2017
208200,36,029,005300,1,710,51,464,31.5,60,590,41,328,171,116,287,17,360,190,629,2017
54600,36,029,005700,1,374,259,517,26.2,657,962,43,449,80,326,406,441,217,337,962,2017
77600,36,029,001000,5,512,840,1499,26.8,318,1990,25,939,428,486,914,94,1589,318,1990,2017
22300,36,029,001600,2,390,197,382,37.8,391,676,220,535,61,254,315,8,234,371,676,2017
-666666666,36,029,001600,3,461,48,94,50.0,156,213,121,230,23,86,109,0,53,125,213,2017
-666666666,36,029,001600,1,527,137,427,50.0,556,822,121,500,139,240,379,298,296,455,880,2017
31700,36,029,001600,4,460,243,354,48.6,277,543,151,414,47,216,263,1,114,387,543,2017
47100,36,029,002300,2,518,258,488,27.8,284,806,26,367,180,161,341,86,624,176,806,2017
55700,36,029,002300,1,533,339,600,27.1,250,838,119,431,136,176,312,0,666,25,838,2017
48000,36,029,002300,4,447,544,740,33.1,351,1029,117,625,141,367,508,54,882,142,1036,2017
52400,36,029,002300,3,660,185,431,32.8,227,900,7,233,105,121,226,256,825,21,900,2017
47000,36,029,004200,1,710,213,418,36.2,111,616,19,261,125,117,242,55,22,594,616,2017
45500,36,029,004200,3,716,89,375,45.9,243,657,52,307,115,140,255,0,16,641,657,2017
46800,36,029,004200,4,713,102,298,50.0,229,438,12,217,110,95,205,0,0,429,438,2017
48000,36,029,004200,2,702,252,502,39.0,210,730,60,382,158,164,322,0,17,716,733,2017
44700,36,029,004200,5,627,238,743,20.2,336,1315,19,502,231,252,483,0,25,1178,1315,2017
53400,36,029,005600,1,329,215,335,28.0,529,747,38,327,25,264,289,420,203,245,753,2017
72500,36,029,005600,5,509,215,423,43.3,167,550,24,314,146,144,290,58,405,55,550,2017
86800,36,029,005600,2,-666666666,233,430,-666666666.0,71,522,44,280,183,53,236,199,372,71,522,2017
42700,36,029,005600,4,523,583,806,22.3,622,1330,80,567,101,386,487,371,595,378,1356,2017
62500,36,029,005600,3,620,248,676,19.1,260,1087,106,574,101,367,468,62,320,464,1087,2017
121200,36,029,007904,3,977,414,1086,43.7,96,1420,67,767,452,248,700,44,1288,9,1420,2017
121700,36,029,007904,1,875,277,931,22.9,26,1410,0,521,468,53,521,19,1383,13,1410,2017
148500,36,029,012003,1,969,658,1577,25.7,51,2086,25,923,785,113,898,33,2040,6,2086,2017
165400,36,029,012003,2,-666666666,659,2102,27.6,114,2888,0,1209,1164,45,1209,33,2880,0,2908,2017
118200,36,029,013001,4,-666666666,216,517,-666666666.0,38,716,0,321,291,30,321,0,734,0,761,2017
114400,36,029,013001,2,674,178,485,25.7,50,608,0,348,217,131,348,38,605,0,608,2017
78100,36,029,013001,3,595,354,469,17.9,158,708,70,340,171,99,270,27,630,13,708,2017
128800,36,029,013001,1,681,353,728,23.8,186,1004,0,505,300,205,505,0,869,47,1004,2017
226300,36,029,013400,3,570,142,726,21.4,82,1081,17,450,247,186,433,0,1064,3,1081,2017
161700,36,029,013400,5,749,588,1966,43.9,349,2792,0,1202,980,222,1202,6,2708,0,2792,2017
180300,36,029,013400,1,-666666666,29,444,-666666666.0,0,572,0,283,256,27,283,0,515,0,572,2017
167100,36,029,013400,4,799,159,666,19.7,11,1055,51,488,222,215,437,0,1055,0,1055,2017
158000,36,029,013400,2,694,96,581,20.3,0,886,0,357,225,132,357,18,833,17,902,2017
191300,36,029,014903,2,-666666666,160,355,-666666666.0,0,483,0,182,170,12,182,0,483,0,483,2017
176400,36,029,014903,4,-666666666,296,691,-666666666.0,0,1071,12,375,330,33,363,0,916,155,1071,2017
166700,36,029,014903,1,-666666666,257,890,-666666666.0,62,1309,35,502,453,14,467,14,1248,0,1309,2017
183600,36,029,004800,1,793,200,907,18.1,112,1329,91,688,312,285,597,48,947,282,1329,2017
195700,36,029,004800,3,748,210,1161,16.4,53,1504,0,615,412,203,615,181,1300,69,1516,2017
192900,36,029,004800,2,625,185,814,36.1,83,1134,70,582,323,189,512,68,1086,17,1134,2017
86100,36,029,008300,1,553,370,719,27.4,339,1264,98,719,181,440,621,257,802,242,1337,2017
53300,36,029,008300,2,511,133,300,37.7,211,436,0,217,27,190,217,37,347,35,436,2017
-666666666,36,029,008300,3,561,177,284,50.0,240,492,55,269,10,204,214,174,204,64,492,2017
95200,36,029,008400,1,-666666666,301,386,-666666666.0,61,481,84,294,210,0,210,8,473,0,481,2017
79000,36,029,008400,3,503,245,628,35.1,544,1240,15,434,251,168,419,37,721,59,1240,2017
97700,36,029,008400,2,515,316,668,50.0,327,882,25,432,282,125,407,10,840,0,882,2017
54200,36,029,005700,2,468,246,448,29.3,331,722,75,352,119,158,277,115,401,31,722,2017
50000,36,029,005700,3,517,373,759,29.5,590,1183,95,547,110,342,452,305,651,148,1183,2017
-666666666,36,029,006601,3,495,204,424,34.6,332,702,75,313,107,131,238,99,238,93,702,2017
127900,36,029,007904,2,-666666666,118,413,-666666666.0,0,548,0,232,213,19,232,0,548,0,548,2017
91500,36,029,008202,4,628,223,519,23.1,65,759,25,325,136,164,300,29,691,20,759,2017
111600,36,029,008202,3,664,191,537,24.6,91,761,45,364,216,103,319,0,673,20,761,2017
129200,36,029,008202,1,537,260,661,17.1,47,894,62,476,277,137,414,11,884,10,894,2017
127600,36,029,008202,2,486,194,454,23.2,19,552,26,384,138,220,358,0,552,0,552,2017
36400,36,029,003700,4,590,227,633,38.1,457,1072,65,597,84,448,532,0,96,910,1072,2017
31400,36,029,003700,2,575,395,614,39.7,658,1358,93,507,96,318,414,95,189,1121,1358,2017
43100,36,029,003700,1,525,335,632,50.0,439,1026,44,480,133,303,436,2,103,930,1034,2017
28900,36,029,003700,3,-666666666,79,125,-666666666.0,33,240,47,132,52,33,85,8,41,159,240,2017
42300,36,029,003700,5,529,146,252,39.8,42,280,82,265,125,58,183,0,36,244,280,2017
86700,36,029,007700,5,667,225,540,50.0,0,651,0,315,262,53,315,0,627,0,651,2017
105500,36,029,007700,1,518,243,819,19.8,228,1080,0,579,283,296,579,80,977,31,1080,2017
95700,36,029,007700,4,675,175,420,50.0,81,587,0,278,205,73,278,43,540,4,587,2017
337100,36,029,009008,3,1794,390,1987,39.4,93,2514,0,1250,631,619,1250,158,1916,45,2514,2017
220100,36,029,009113,1,-666666666,168,1169,-666666666.0,28,1749,0,592,592,0,592,149,1564,112,1749,2017
230000,36,029,009113,2,-666666666,278,2126,-666666666.0,152,2754,16,1181,1105,60,1165,42,2311,220,2754,2017
94000,36,029,009301,2,947,158,563,22.4,89,829,50,378,231,97,328,0,487,211,829,2017
141900,36,029,009301,4,-666666666,25,613,-666666666.0,19,949,0,340,321,19,340,133,709,201,949,2017
107300,36,029,009301,3,732,146,891,50.0,653,1409,154,748,243,351,594,12,517,203,1409,2017
107000,36,029,009301,5,300,302,594,35.2,514,1207,45,534,103,386,489,66,636,498,1207,2017
115700,36,029,009301,1,780,227,842,50.0,115,1015,0,478,298,180,478,22,715,45,1015,2017
161800,36,029,009112,1,622,1062,2601,30.9,345,2581,140,1670,474,1056,1530,132,2700,69,3028,2017
164200,36,029,009600,1,1451,430,1227,25.0,497,1955,0,864,383,481,864,72,1761,58,1955,2017
229700,36,029,009600,3,850,589,1787,33.4,309,1987,0,1152,269,883,1152,42,1644,455,2125,2017
110500,36,029,009800,1,577,381,807,25.0,189,1116,0,490,328,162,490,27,1108,4,1116,2017
127300,36,029,009800,2,672,226,484,18.9,48,620,19,297,157,121,278,21,608,4,620,2017
96000,36,029,010600,2,785,584,1182,23.5,83,1513,60,718,484,174,658,58,1403,54,1513,2017
93100,36,029,010600,1,657,470,769,28.3,99,1118,22,521,238,261,499,18,736,217,1128,2017
97400,36,029,010700,1,678,385,813,19.6,135,1112,129,647,389,129,518,25,894,119,1112,2017
89300,36,029,010700,3,676,303,384,38.1,85,470,64,320,178,78,256,0,424,36,470,2017
95900,36,029,010700,2,695,283,491,43.3,27,603,34,321,255,32,287,13,522,58,608,2017
116500,36,029,011600,2,638,221,583,32.9,26,863,19,342,303,20,323,0,842,0,863,2017
111500,36,029,011600,1,752,350,1079,17.9,40,1281,85,791,285,421,706,31,1210,0,1281,2017
100000,36,029,012502,2,540,344,726,14.4,41,916,16,437,298,123,421,6,867,34,916,2017
119800,36,029,012502,1,552,282,700,34.2,110,900,0,415,298,117,415,68,900,0,900,2017
153600,36,029,006501,3,602,217,570,22.5,40,610,8,325,140,177,317,102,528,58,610,2017
262500,36,029,006501,1,816,41,501,16.8,62,732,32,447,167,248,415,70,601,1,732,2017
253600,36,029,006501,2,862,68,421,18.2,64,673,95,410,135,180,315,0,636,22,673,2017
65300,36,029,006501,4,604,186,447,44.9,329,910,59,357,81,217,298,24,389,366,929,2017
218300,36,029,007102,2,622,120,503,30.3,224,729,60,565,136,369,505,211,457,140,729,2017
-666666666,36,029,007102,3,561,151,354,50.0,191,524,26,275,101,148,249,347,255,10,524,2017
-666666666,36,029,007102,1,637,468,791,41.6,657,1246,30,548,0,518,518,423,258,786,1409,2017
95100,36,029,007600,3,774,264,802,10.0,35,1091,24,446,389,33,422,0,1081,0,1091,2017
94100,36,029,007600,1,-666666666,323,608,-666666666.0,50,787,32,379,333,14,347,14,765,0,787,2017
