the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.853985000143 42.914956998952, -78.853984000097 42.914756998726, -78.853989000327 42.913864998976, -78.853985000143 42.912985998927, -78.853986000189 42.912359998849, -78.853986000189 42.912341998918, -78.853984000097 42.911721999117, -78.853985000143 42.911180999359, -78.853982000005 42.911120999292, -78.853984000097 42.910589999096, -78.853979999912 42.910160999106, -78.853978999866 42.910103999176, -78.855576999784 42.910106999314, -78.856824999756 42.910118998968, -78.859617999901 42.910149999498, -78.859627000316 42.909442999283, -78.86186199992 42.909482999329, -78.862446999907 42.909496999074, -78.862438000391 42.909974998626, -78.862439999584 42.910217999035, -78.862416000276 42.911209998898, -78.862395000207 42.911862999321, -78.862382999654 42.912456998823, -78.862374000139 42.913205999176, -78.862357000254 42.913935998652, -78.862332000001 42.914390998941, -78.862321000394 42.915322998736, -78.86054100018 42.915296999336, -78.859487000158 42.915285998829, -78.858545999948 42.91527799936, -78.85763300013 42.915269998991, -78.856720000312 42.915267998899, -78.855786999572 42.915268998945, -78.855109999841 42.915268998945, -78.854880000031 42.915204998692, -78.853985000143 42.914956998952)))",112,36,029,016800,4,360290168004,Block Group 4,G5030,S,408133,0,+42.9125673,-078.8583172,150,36,029,016800,4,360290168004,832,55,748,5,2,1,6,15,32,800,458,336,122,,,{1D480233-F504-421E-979A-385B0436998F},0.0000449916715,0.028226578475743,168
"MULTIPOLYGON (((-78.825555999976 42.95147399873, -78.823756999785 42.950415999422, -78.823481999699 42.950252999103, -78.823162000237 42.950065999476, -78.821671999901 42.949207999495, -78.821667999717 42.948427998614, -78.821661000294 42.947614998909, -78.824157000238 42.947847998857, -78.825151000192 42.948039998715, -78.825840999623 42.948181998965, -78.828624000206 42.948743998791, -78.829344000121 42.948118998759, -78.829482000187 42.947993999292, -78.829910000131 42.947606999439, -78.830197999917 42.947344999053, -78.831395000236 42.949723999, -78.831541999818 42.950016999016, -78.831616999678 42.950155999128, -78.832027999738 42.950919999272, -78.832427000144 42.951660999256, -78.832012999946 42.951652998887, -78.831015999853 42.951637999095, -78.830287000422 42.951630998772, -78.827263000421 42.951574998889, -78.826786000017 42.951578999073, -78.826491999954 42.951577999027, -78.826224000191 42.951542999212, -78.825877000383 42.951486999329, -78.825624999559 42.951411999469, -78.825555999976 42.95147399873)))",272,36,029,004700,5,360290047005,Block Group 5,G5030,S,268873,0,+42.9497197,-078.8270647,150,36,029,004700,5,360290047005,1500,789,502,9,109,0,33,58,91,1409,670,619,51,,,{F3323AC6-7A0F-448C-A2CA-E04C762B21F4},0.000029657555133,0.027029888059994,47
"MULTIPOLYGON (((-78.818697852918 42.957567713969, -78.818880999849 42.957405998781, -78.819116999936 42.957199999177, -78.819907000379 42.956512998985, -78.82062800034 42.955883998769, -78.821072000122 42.955485999308, -78.822030000216 42.954628999373, -78.822745999946 42.953981999227, -78.822953999642 42.953793998654, -78.823765000154 42.953072998694, -78.823947999597 42.953161999199, -78.824395999563 42.953361999425, -78.826135999732 42.954132998993, -78.82639499998 42.954247998898, -78.826078999802 42.954625999235, -78.826059999826 42.954681999119, -78.826059999826 42.954747999463, -78.826080999894 42.954812998862, -78.826123000032 42.954870998838, -78.826353999888 42.955067998925, -78.826850000269 42.955525999353, -78.827462999748 42.956088999225, -78.828067999758 42.956642998683, -78.828679000044 42.957196999039, -78.828864999624 42.957365998735, -78.829254999616 42.957696998705, -78.829315999729 42.957748999303, -78.829296252416 42.958221949161, -78.829101220944 42.958217757421, -78.828661304983 42.958208412566, -78.827934186935 42.958193848046, -78.82777867527 42.958190750781, -78.826735872706 42.958171364995, -78.826469218329 42.958166443905, -78.825911626979 42.958156651187, -78.825575858805 42.958150845164, -78.825152293417 42.958143166753, -78.825045352337 42.958141334834, -78.82501032914 42.958140723295, -78.824905253253 42.958138544238, -78.824252863469 42.958126886326, -78.823853581575 42.958119835641, -78.823842374224 42.958119516382, -78.82317315183 42.958102744026, -78.82238158207 42.958084506675, -78.820974972269 42.958052450341, -78.820942747762 42.958051488966, -78.820905855774 42.958050878326, -78.81974720974 42.95802069528, -78.818938352313 42.957999726688, -78.818888381484 42.957998114203, -78.818888448034 42.957893161524, -78.818888346411 42.957621522204, -78.818888901292 42.957399955337, -78.81870135218 42.957566343402, -78.818697852918 42.957567713969)))",277,36,029,004601,3,360290046013,Block Group 3,G5030,S,277790,0,+42.9563385,-078.8240273,150,36,029,004601,3,360290046013,987,655,141,0,160,0,4,27,29,958,441,428,13,,,{B2911C00-EA0E-40FF-863A-3A7AD51F8E89},0.000030412962895,0.026447369470516,46.01
"MULTIPOLYGON (((-78.89585300017 42.944799998649, -78.89560999976 42.946382998775, -78.895341999997 42.947853999134, -78.894338999627 42.947759999297, -78.893097999978 42.947661999277, -78.890983999657 42.94748799935, -78.890979000325 42.94751399875, -78.890746000377 42.948970999362, -78.890617999872 42.949807999274, -78.886659999984 42.949837998859, -78.885861000025 42.949837998859, -78.885635000399 42.949839998951, -78.885369999875 42.949839998951, -78.885298000153 42.949832998628, -78.885298000153 42.948965999132, -78.885630000169 42.948964999086, -78.886398999644 42.948958998809, -78.887521000103 42.948964999086, -78.887520000057 42.94821699878, -78.88752700038 42.94772599863, -78.887526000334 42.946738998998, -78.887613999894 42.946735998859, -78.887650999801 42.94674099909, -78.887728999799 42.946737998951, -78.888242000064 42.946717998929, -78.888583999641 42.946701999091, -78.889624999964 42.946654998723, -78.889966000394 42.946557998748, -78.89117699956 42.94621099894, -78.891183999883 42.946165998665, -78.89227799995 42.945840998972, -78.892311999719 42.945838998879, -78.892788000077 42.945694999436, -78.893463999762 42.945488998933, -78.894588000313 42.945289998753, -78.894801000239 42.94523399887, -78.895039999565 42.945134998803, -78.89585300017 42.944799998649)))",27,36,029,005600,4,360290056004,Block Group 4,G5030,S,202298,0,+42.9475831,-078.8908777,150,36,029,005600,4,360290056004,1203,450,459,1,52,0,194,47,383,820,513,436,77,,,{79544A88-A5C6-4C20-931C-F46FC3DB87CD},0.000022313229819,0.029095544649314,56
"MULTIPOLYGON (((-78.803629000054 42.937323999371, -78.804793999797 42.93733199884, -78.805159999581 42.937330998794, -78.806738000376 42.937329998748, -78.80900899984 42.937320999233, -78.810429999693 42.93732699861, -78.812989999889 42.937332998886, -78.812210999953 42.937657999479, -78.811170999677 42.938083999331, -78.810432999831 42.938391999139, -78.810388999602 42.938408999024, -78.809692999894 42.938684999156, -78.809312000318 42.938839999106, -78.807445999737 42.939600999112, -78.806745999845 42.939882998621, -78.806745999845 42.93994799892, -78.807124000183 42.940464999369, -78.807215999927 42.940582999413, -78.806889000142 42.940718999387, -78.806327000316 42.940949999243, -78.805680000169 42.941212998776, -78.804177000134 42.941824999108, -78.803653000261 42.941100999009, -78.803643999846 42.939326999072, -78.803629000054 42.937323999371)))",177,36,029,004401,1,360290044011,Block Group 1,G5030,S,187168,0,+42.9388974,-078.8065958,150,36,029,004401,1,360290044011,843,60,748,1,10,0,0,24,14,829,385,346,39,,,{9532A218-3D8B-43DB-BED2-5B2F67BF0801},0.000020641597011,0.024914693043401,44.01
"MULTIPOLYGON (((-78.891502000152 42.944045998966, -78.891572999828 42.943595998907, -78.891627999665 42.943287999098, -78.89179200003 42.94235699935, -78.891805999776 42.942276999259, -78.891948000027 42.94147299907, -78.89197300028 42.941328998727, -78.891391000431 42.940458999093, -78.889885000258 42.938237999235, -78.889487999944 42.937633999272, -78.889402999623 42.937505998767, -78.88895399961 42.936805998875, -78.88880399989 42.936593998995, -78.889106000321 42.936377998931, -78.890396999577 42.935467999251, -78.891976000418 42.934353999161, -78.892022999887 42.934320999438, -78.892231999628 42.934154998981, -78.892408999694 42.933995998846, -78.892572000013 42.933827999196, -78.892720999687 42.933652999223, -78.892854999568 42.933468998835, -78.892971999566 42.93327899907, -78.893023000118 42.933180999049, -78.893285999651 42.932449998627, -78.893346999765 42.932315998746, -78.893473000177 42.932038999467, -78.893588000082 42.931812998941, -78.893654999573 42.931712998828, -78.893713000448 42.9316169989, -78.893850999615 42.931445999111, -78.894019000165 42.931278999507, -78.894148999862 42.931163998702, -78.894338999627 42.930996999098, -78.894711999734 42.930839999056, -78.895027999911 42.930678998829, -78.895314999651 42.930531999247, -78.895596000014 42.930044999281, -78.8962329997 42.929085999141, -78.896388999696 42.928888999053, -78.89649400004 42.928776999286, -78.896587999876 42.928659999289, -78.896957999845 42.928156999485, -78.89755899967 42.928255998652, -78.897519999671 42.928540999199, -78.897467999972 42.928932999283, -78.897406999858 42.929386998627, -78.897272999976 42.930441998696, -78.897269999838 42.930469999087, -78.896936999776 42.933190998611, -78.896713000242 42.93498499947, -78.896578000315 42.936068999076, -78.896736000403 42.936022998754, -78.897022000097 42.935941998618, -78.897126000395 42.935911999034, -78.898035000028 42.935972999148, -78.898266999931 42.93598799894, -78.898575999786 42.93598799894, -78.898900000332 42.935985998847, -78.898458999788 42.937087999284, -78.898247999954 42.937616999387, -78.898206999863 42.937718998693, -78.898110999934 42.938661998995, -78.898381999836 42.939204998844, -78.898418999743 42.939296999488, -78.898598999946 42.939642999249, -78.897423999742 42.939968998988, -78.896536000177 42.94021399949, -78.896477000156 42.940665998742, -78.896417000088 42.94112399917, -78.896272999745 42.942061999241, -78.896128000256 42.942343998751, -78.895978999683 42.942601998952, -78.895838000377 42.94279899904, -78.895675000058 42.942987998759, -78.89551699997 42.943128998963, -78.89515500037 42.943385999119, -78.894864000446 42.943550998631, -78.894526000153 42.943704999435, -78.894256000298 42.943799999317, -78.893957000005 42.943882998647, -78.893777999847 42.943926998876, -78.893501999715 42.943981998714, -78.893240000228 42.944026998989, -78.89296300005 42.944056999473, -78.891502000152 42.944045998966)))",25,36,029,005500,3,360290055003,Block Group 3,G5030,S,707881,0,+42.9371556,-078.8942761,150,36,029,005500,3,360290055003,1138,694,228,16,43,0,91,66,204,934,554,451,103,,,{E6ACB7D8-3874-4C98-83E9-4110081223C1},0.00007806587832,0.044782523195967,55
"MULTIPOLYGON (((-78.799406854897 42.889778972377, -78.799987000343 42.889776999265, -78.801170000017 42.889773999126, -78.801160999602 42.892402998906, -78.802374999805 42.892407999136, -78.803690000168 42.892410999274, -78.804317000292 42.892417998698, -78.80492500044 42.892418998744, -78.80489900014 42.893385999253, -78.804866999565 42.8943429993, -78.804852999819 42.895031998685, -78.804845000349 42.895412999161, -78.804795999889 42.897536999044, -78.804784000235 42.897908999105, -78.804080000159 42.898153998707, -78.803658999638 42.898207999398, -78.802269000315 42.89838599861, -78.801042000412 42.898542998652, -78.799872000438 42.898691999225, -78.79927729227 42.898767939776, -78.799277275183 42.898762935948, -78.799277701461 42.898751616182, -78.799277639408 42.898733781727, -78.799277979352 42.898697424835, -78.799279065733 42.898607903622, -78.799279435354 42.898579777326, -78.799280417414 42.898460416608, -78.799282575787 42.898276573602, -78.799282910335 42.898238846143, -78.799282806913 42.89820934928, -78.799283932864 42.898131146035, -78.799283896891 42.898120856892, -78.79928424223 42.898085528824, -78.799285015647 42.898039910714, -78.799284981473 42.898030306855, -78.79928659126 42.897957247732, -78.799286933002 42.897921577922, -78.799288164174 42.89787287154, -78.799289276635 42.897790895639, -78.799290080629 42.897753509923, -78.799290854046 42.897707890914, -78.79929165804 42.897671190481, -78.799291979997 42.897629688568, -78.799292792085 42.897594703143, -78.799293540321 42.897541881463, -78.79929512043 42.897460247305, -78.799295511635 42.897438295753, -78.799295457675 42.897422862488, -78.799295866867 42.8974063977, -78.799296251777 42.897383074683, -78.799297803107 42.897293209929, -78.799299399404 42.897215691967, -78.799299752838 42.897183451272, -78.79930050557 42.897132002858, -78.799301278987 42.897085698565, -78.799301622528 42.897050714039, -78.799303183751 42.896963592217, -78.799304294414 42.896880588391, -78.799305107401 42.896846288249, -78.799305880818 42.89680066924, -78.799306988783 42.896716979231, -78.799307326028 42.896679937056, -78.799308089553 42.896631574215, -78.799308905238 42.896597617614, -78.799309215504 42.896552684788, -78.799310320771 42.896468652137, -78.799311069007 42.896415831357, -78.799311428735 42.896385305669, -78.799311765981 42.896347919054, -78.799312544794 42.896304015052, -78.799313662651 42.896223411516, -78.799314424377 42.89617402075, -78.799315237364 42.896139721508, -78.799315588999 42.89610679463, -78.799315953225 42.896077640409, -78.799316348926 42.896057402965, -78.799317924538 42.895974054699, -78.799318708747 42.895931523961, -78.799319032503 42.895890707332, -78.799320606317 42.895806672882, -78.799320951656 42.895772030998, -78.799322173835 42.895721610508, -78.799323786319 42.895648552285, -78.79932350663 42.895568636731, -78.799320894999 42.895488726572, -78.799322048829 42.895418069538, -78.799325825082 42.895163568599, -78.799327307165 42.8950534682, -78.799328094971 42.895011965388, -78.799328890871 42.894972863765, -78.799329988943 42.894886085485, -78.799330363961 42.894860017736, -78.7993311077 42.89480582549, -78.799331915291 42.894770154781, -78.799332687809 42.894723849589, -78.79933264644 42.894711845439, -78.799334261622 42.894640500423, -78.799335838134 42.894557153056, -78.799336951495 42.894475520696, -78.7993385361 42.89439457362, -78.799340153081 42.894323572146, -78.799340109014 42.894310881813, -78.799340542487 42.894301620594, -78.799341694519 42.894230277378, -78.799343276426 42.894149330301, -78.799344846643 42.894064267028, -78.799346430349 42.893983319951, -78.799347545508 42.893902031132, -78.799347933116 42.893879392499, -78.799349126516 42.893820054332, -78.799350231783 42.893736021682, -78.799350943147 42.893672911758, -78.799351342446 42.893653703139, -78.79935245131 42.893570012231, -78.799354022425 42.893485978681, -78.799355138484 42.893404347221, -78.799355098015 42.893392684812, -78.799356301307 42.89333677666, -78.799356255442 42.893323741886, -78.79935735891 42.893238681311, -78.799357785189 42.893227018903, -78.799358942616 42.893158076876, -78.799359697147 42.893106971103, -78.79936005238 42.89307472861, -78.799361171136 42.892994467716, -78.799361995814 42.892963598487, -78.799362404107 42.892947134599, -78.799363200906 42.892907689435, -78.799365695625 42.892820566714, -78.799366133595 42.892812334321, -78.799366103918 42.892803759285, -78.799367769462 42.892746821409, -78.799368976352 42.892691254998, -78.799370658984 42.892639118602, -78.79937270674 42.892557484444, -78.799374753597 42.892475507644, -78.799376391262 42.892410337373, -78.799378457005 42.892333848236, -78.799380501164 42.892251185253, -78.799381691866 42.892191502646, -78.799383772897 42.892119473247, -78.799385362899 42.89204058292, -78.799386637238 42.89200456777, -78.799386572487 42.891986046233, -78.799386949303 42.891960322026, -78.799387278455 42.891921220403, -78.799387604009 42.891880748214, -78.799387512278 42.891854681365, -78.799387925967 42.891839588943, -78.799387813551 42.891807349147, -78.799388573478 42.891757271299, -78.79938892961 42.891725715888, -78.799389210198 42.891672554265, -78.799389855912 42.891590579263, -78.799390122111 42.891533299645, -78.79939050792 42.891510319269, -78.799390436874 42.891489740982, -78.799390794804 42.891458185571, -78.799391151835 42.891426972801, -78.799391471993 42.891385128247, -78.799393436113 42.891146065069, -78.799393352476 42.891122055869, -78.799394138483 42.891080210415, -78.799394834558 42.891012298111, -78.79939235243 42.890969086587, -78.799397240245 42.890766030465, -78.799398359001 42.890685426929, -78.799399003815 42.890603109286, -78.799399411208 42.890586301857, -78.799400118975 42.890521820467, -78.799400761091 42.890438129559, -78.799401881646 42.890358555747, -78.799402611895 42.890300589946, -78.799402521963 42.890274865739, -78.799403288185 42.890226847338, -78.799403629928 42.89019117573, -78.799404745087 42.890109886911, -78.799405387203 42.890026197802, -78.799406493369 42.889942506894, -78.799407148076 42.889862933981, -78.799406854897 42.889778972377)))",238,36,029,002400,6,360290024006,Block Group 6,G5030,S,344349,0,+42.8948638,-078.8018003,150,36,029,002400,6,360290024006,902,833,33,6,15,0,8,7,47,855,500,430,70,,,{5BCFF501-07CE-4321-AFB4-EB55B625C1A1},0.000037772145447,0.028225643426306,24
"MULTIPOLYGON (((-78.805386000106 42.84253199869, -78.805947999932 42.842316998672, -78.806022999792 42.842299998788, -78.806736000284 42.84218299879, -78.807930999611 42.841985998703, -78.808722000101 42.841868998705, -78.808784000261 42.84207199907, -78.808846999567 42.842273999388, -78.808911999866 42.842481999083, -78.808976000118 42.842690998825, -78.812313000158 42.842723999447, -78.814991000398 42.842770998916, -78.814976999752 42.843582999474, -78.814966000145 42.844316999134, -78.814936999707 42.844320999319, -78.814905000031 42.844334999065, -78.814893000377 42.844346998719, -78.814885000008 42.844359999318, -78.813528999554 42.844544998853, -78.813186999977 42.844637998643, -78.812871999846 42.844712999402, -78.812393000249 42.84432599865, -78.811583999829 42.844313998996, -78.811482999669 42.84438799881, -78.810886000029 42.844836998823, -78.8104410002 42.845163999507, -78.809754000008 42.845294999251, -78.809852000029 42.84562099899, -78.810105 42.8465229992, -78.809276999604 42.8458379991, -78.808164999606 42.844904999259, -78.806681000446 42.843640999449, -78.805386000106 42.84253199869)))",137,36,029,000800,4,360290008004,Block Group 4,G5030,S,176414,0,+42.8436583,-078.8102282,150,36,029,000800,4,360290008004,574,561,3,4,1,0,3,2,13,561,258,240,18,,,{65C769A7-417A-4B62-A84C-FF8FAC7386E0},0.000019426161733,0.024983671272437,8
"MULTIPOLYGON (((-78.878595999682 42.940563999436, -78.879689999749 42.940563999436, -78.880770000071 42.940569998814, -78.881187999554 42.940571998906, -78.882728000396 42.940572998952, -78.883229000108 42.940572998952, -78.883375999689 42.940573998998, -78.884652000053 42.940113999377, -78.885026000206 42.940673999111, -78.885415000151 42.941267998613, -78.88616499965 42.942385998888, -78.887369000291 42.942379998611, -78.887504000219 42.942379998611, -78.888376999992 42.942373999234, -78.888423000314 42.942373999234, -78.889729000261 42.942366998911, -78.890798000076 42.942360998635, -78.89179200003 42.94235699935, -78.891627999665 42.943287999098, -78.891572999828 42.943595998907, -78.891502000152 42.944045998966, -78.890103000414 42.944034999358, -78.884891000278 42.94404999915, -78.883332000359 42.944054999381, -78.878379999617 42.944068999127, -78.878381999709 42.944028999082, -78.878459999708 42.942242999491, -78.878481999822 42.941978999012, -78.878527000098 42.941406998725, -78.878534000421 42.941325999488, -78.878595999682 42.940563999436)))",22,36,029,005500,1,360290055001,Block Group 1,G5030,S,319495,0,+42.9425659,-078.8839382,150,36,029,005500,1,360290055001,939,627,156,11,57,1,38,49,130,809,500,421,79,,,{18E3D6A0-C066-4CCC-A9C3-723EF7327050},0.000035237104496,0.032841317738313,55
"MULTIPOLYGON (((-78.896842090725 42.964934999603, -78.897603999946 42.964369998739, -78.898396999628 42.963789998983, -78.898472000387 42.963735999192, -78.899332999607 42.963101998745, -78.900178999934 42.962475998667, -78.900948000309 42.96190899861, -78.901734999714 42.9613299989, -78.902520999973 42.960747999051, -78.903300999956 42.960180998995, -78.904085000123 42.959602999331, -78.904861999967 42.959021998629, -78.905603999996 42.959558999101, -78.906851938814 42.960473954045, -78.906552865676 42.960692622398, -78.906079340252 42.961048599238, -78.906036409317 42.961081123219, -78.905383999748 42.96155999871, -78.905056371336 42.961800726533, -78.905055999916 42.961800999028, -78.90468463028 42.96206843042, -78.904680961946 42.962071145473, -78.904677000432 42.962073999021, -78.904651653041 42.962092836221, -78.904501806206 42.962203734318, -78.904311072594 42.962344891904, -78.904052243217 42.962537399878, -78.903930000172 42.962627999378, -78.903852879711 42.962684411151, -78.903721650641 42.962780068438, -78.903524430219 42.962924145223, -78.903278999841 42.963102998791, -78.902928999895 42.963361999039, -78.902166859549 42.96392618062, -78.902159000374 42.963931999233, -78.901923000287 42.96410599916, -78.901659081647 42.96430316922, -78.901329929784 42.964548626577, -78.901039352541 42.964765355093, -78.900902055745 42.964867536061, -78.900392021444 42.965246449211, -78.90037527247 42.965258842768, -78.899902479094 42.965608947035, -78.899605999601 42.965827999398, -78.899499442531 42.965906416682, -78.898826882753 42.966401126536, -78.898737345352 42.966335520994, -78.898028094134 42.965816830718, -78.897237228543 42.965225990534, -78.896842090725 42.964934999603)))",193,36,029,005801,2,360290058012,Block Group 2,G5030,S,214459,0,+42.9627388,-078.9018045,150,36,029,005801,2,360290058012,938,727,70,20,18,4,58,41,204,734,461,424,37,,,{6868E1EC-24A1-45D2-B1B7-DBB21540BFDF},0.000023439198465,0.02487179785554,58.01
"MULTIPOLYGON (((-78.892554458737 42.961168504046, -78.893115999908 42.958747999488, -78.893220000206 42.958245998831, -78.893353000041 42.958340998713, -78.894991000004 42.959153999318, -78.894966999798 42.959178998672, -78.895832000101 42.959614998985, -78.896667999967 42.960033999413, -78.897288999814 42.960345999406, -78.898259999608 42.959927999024, -78.899184999979 42.959533998848, -78.899652999969 42.959334998668, -78.900248000417 42.959083998789, -78.900387999676 42.959024998767, -78.901230999864 42.958663999214, -78.901439999606 42.958573998662, -78.901686000154 42.958469999264, -78.902224999819 42.958239999454, -78.90262000004 42.958069998812, -78.903215999635 42.957814998748, -78.903241999934 42.957830999486, -78.903525000389 42.958046998651, -78.904044000031 42.958427999127, -78.904861999967 42.959021998629, -78.904085000123 42.959602999331, -78.903300999956 42.960180998995, -78.902520999973 42.960747999051, -78.901734999714 42.9613299989, -78.900948000309 42.96190899861, -78.900178999934 42.962475998667, -78.899332999607 42.963101998745, -78.898472000387 42.963735999192, -78.898396999628 42.963789998983, -78.897603999946 42.964369998739, -78.896842090725 42.964934999603, -78.896780180497 42.964889406674, -78.896237955864 42.964424438299, -78.89615118208 42.964349905187, -78.896034870064 42.964252473538, -78.895926034112 42.964155364745, -78.895803609404 42.964049718688, -78.895687271307 42.963946800275, -78.895579864378 42.96385517375, -78.895506226092 42.963792266174, -78.895471048211 42.963762180255, -78.895365039728 42.96367020749, -78.895250115366 42.96356934133, -78.89513990525 42.963477379357, -78.895056857357 42.963400436062, -78.89497055122 42.963325557611, -78.894886594113 42.963253417595, -78.894776380399 42.963160426798, -78.894630978014 42.963035292433, -78.894483245485 42.962910505206, -78.894321427774 42.962770666925, -78.894181617373 42.962642429, -78.894057324773 42.962535756817, -78.893927884454 42.96242601165, -78.893784358054 42.962301556273, -78.893776381967 42.962294375187, -78.893641299302 42.962177099997, -78.893562493511 42.962107344983, -78.893509956916 42.96206084194, -78.893479460007 42.962032457538, -78.8933720234 42.961933627443, -78.893272111421 42.961845408449, -78.893143591108 42.961732916753, -78.893028652357 42.961627932597, -78.892925902117 42.961532175485, -78.892807220388 42.961425488014, -78.89280299897 42.961422068791, -78.892712912983 42.961337252831, -78.892707284126 42.961332123099, -78.892655697216 42.961288703831, -78.892637408603 42.961273320028, -78.892582419558 42.961203157622, -78.892573491089 42.961191863936, -78.892554458737 42.961168504046)))",282,36,029,005801,1,360290058011,Block Group 1,G5030,S,368009,0,+42.9610734,-078.8979506,150,36,029,005801,1,360290058011,1680,1280,144,39,74,0,82,61,289,1391,713,655,58,,,{0AFE4C20-2FB8-4820-8B97-AF602F22E39E},0.000040159857559,0.031783369783897,58.01
"MULTIPOLYGON (((-78.853035999565 42.951439998961, -78.853031000234 42.950946998718, -78.853038999703 42.950186998759, -78.853040999795 42.950145998667, -78.85306299991 42.949098998968, -78.853071000279 42.947675999023, -78.853108000186 42.947675999023, -78.853636000243 42.947678999161, -78.85445100004 42.947684999437, -78.854476000293 42.947684999437, -78.855855000009 42.947697999137, -78.855880000262 42.947697999137, -78.857401000228 42.94771299893, -78.857440000227 42.94771299893, -78.859029999776 42.947727998722, -78.860450999629 42.947738999229, -78.860476999928 42.947738999229, -78.861822999921 42.947745998652, -78.863047999732 42.947752998975, -78.863181999613 42.947752998975, -78.863161999591 42.950162999451, -78.863142999614 42.951508999444, -78.861776999599 42.951497998937, -78.860412999676 42.951485999283, -78.858978000077 42.95147899896, -78.85735399986 42.951475998822, -78.855795999987 42.951462999122, -78.855734999873 42.951462999122, -78.854392000019 42.951449999422, -78.853035999565 42.951439998961)))",5,36,029,004900,2,360290049002,Block Group 2,G5030,S,344570,0,+42.9495966,-078.8581038,150,36,029,004900,2,360290049002,1607,1334,170,9,14,0,33,47,103,1504,892,810,82,,,{D06ED43B-EC89-4B73-A66B-3C70D9041752},0.000038007142132,0.027739174995289,49
"MULTIPOLYGON (((-78.818489999812 42.914651999281, -78.819312999978 42.914631999259, -78.820355000346 42.91459799949, -78.820432000298 42.914594999352, -78.821334999655 42.914564998868, -78.821523000228 42.914558999491, -78.822314999864 42.914533999238, -78.822636000272 42.914522998731, -78.823286999704 42.914502998708, -78.823755999739 42.914488998962, -78.824285999889 42.914476999308, -78.824412000301 42.91447399917, -78.824403999932 42.915758999049, -78.824414000393 42.91649799894, -78.824294000258 42.916501999124, -78.823736999763 42.916500999078, -78.823186999591 42.916561999192, -78.822616000249 42.91661699903, -78.821520000089 42.916639999191, -78.821520000089 42.918877998933, -78.821523000228 42.920021999506, -78.821522000182 42.921853999419, -78.821527999559 42.922596999495, -78.820712999762 42.922601998826, -78.819519999627 42.922610999241, -78.818301000093 42.922620998802, -78.818222000048 42.920580999194, -78.818383000275 42.917026999043, -78.818489999812 42.914651999281)))",215,36,029,003600,4,360290036004,Block Group 4,G5030,S,285302,0,+42.9180728,-078.8205000,150,36,029,003600,4,360290036004,492,61,412,0,11,0,1,7,49,443,203,169,34,,,{1AAE636A-74FC-4E1F-8D69-0DE5DC1E943D},0.000031453753022,0.028009838545399,36
"MULTIPOLYGON (((-78.816724000243 42.89302999903, -78.816856000033 42.892970999008, -78.818078999752 42.892429999251, -78.820934000056 42.891163999349, -78.821578000065 42.890895998686, -78.822877999736 42.890362999297, -78.824152000007 42.889367999297, -78.824470000277 42.889132999256, -78.824764000339 42.888973999121, -78.825588999698 42.888612998668, -78.825633999974 42.888897999215, -78.825676000111 42.889169999163, -78.825714000064 42.889413998719, -78.825785999786 42.889877999424, -78.8258469999 42.890269999507, -78.825869000015 42.89041399895, -78.825920999714 42.890663998783, -78.825937999598 42.892023999422, -78.825937999598 42.893765998783, -78.824746000409 42.893762998645, -78.823646000065 42.893760999452, -78.822660999626 42.893761999498, -78.822102999984 42.893762998645, -78.821162999821 42.893762998645, -78.821103999799 42.893759999406, -78.820042000307 42.893764998737, -78.818983000054 42.893768998921, -78.8189840001 42.895777998899, -78.818986000192 42.89586799945, -78.8189840001 42.896148998914, -78.818941999963 42.896296999441, -78.818102999959 42.896401998885, -78.817968000031 42.896418998769, -78.817696000083 42.896452999437, -78.816927999755 42.896550999458, -78.816641000015 42.896586999319, -78.815898999985 42.896679999109, -78.815569000062 42.896722999293, -78.814880999824 42.896812998945, -78.813970000098 42.896935999219, -78.81404700005 42.896026998686, -78.814040999773 42.895963999379, -78.814055999565 42.89539499923, -78.81407799968 42.894397999138, -78.814082999911 42.894155998774, -78.814660999575 42.893908999079, -78.816724000243 42.89302999903)))",239,36,029,002400,1,360290024001,Block Group 1,G5030,S,368395,0,+42.8931553,-078.8203412,150,36,029,002400,1,360290024001,599,219,351,3,2,0,2,22,28,571,414,252,162,,,{18320980-4EA0-4C5D-B21D-0852971B05E7},0.000040598590895,0.035291301553468,24
